title,rel_year,director,producer,studio,prc,cat,award,lc
La Chasse Aux Papillons,1993,Iosseliani,Lila Cazes,IRS Media,col,,,Moroka town town hotel csd
Rules of the Road,1993,Herbrich,Herbrich,Herbrich,prc,docu,,Moroka town town hotel csd roads
Famine-33,1993,Yanchuk,Herbrich,Herbrich,prc,docu,,Moroka town town hotel csd roads
Black Rider,1993,Danquart,Herbrich,Herbrich,prc,docu,AA,Moroka town town hotel csd roads
Lord of the Rings,2002,PeterJackson,Herbrich,Herbrich,prc,,AAN,Moroka town town hotel csd roads csd
The Birth of Love,1993,Garrel,Herbrich,Herbrich,prc,romt,AAN,Moroka town town hotel csd roads csd mil.inst.
Angels and Insects,1996,P.Haas,Herbrich,Herbrich,col,romt,AAN,Moroka town town hotel csd roads csd mil.inst. csd
Damned in the U.S.A.,1993,Yule,Yule,Herbrich,col,docu,AAN,Moroka town town hotel csd roads csd mil.inst. csd museum
Nowhere to Run,1993,Harmon,Gary Adelson,Columbia,col,romt,AAN,Moroka town town hotel csd roads csd mil.inst. csd museum
RKO 281,1999,R.Wilson,Gary Adelson,HBO,col,biop,AAN,Moroka town town hotel csd roads csd mil.inst. csd museum
A Bronx Tale,1993,deNiro,Gary Adelson,HBO,col,dram,AAN,E187st.; Bronx city
Road Scholar,1993,Weisberg,Gary Adelson,HBO,col,dram,AAN,E187st.; Bronx city
Dead On,1993,Hemecker,Stu Segall,Orion,col,susp,AAN,E187st.; Bronx city
Blast from the Past,1999,R.King,David Lancaster,New Line,col,,AAN,L.A. city
For a Lost Soldier,1993,Kerbosch,David Lancaster,New Line,col,,AAN,L.A. city
High Lonesome,1993,Liebling,David Lancaster,New Line,col,musc,AAN,L.A. city
Leprechaun 2,1994,Flender,David Lancaster,New Line,col,horr,AAN,L.A. city
The Wonderful Horrible Life of Leni Riefenstahl,1993,Muller,David Lancaster,New Line,col,biop,AAN,L.A. city
Lifepod,1993,R.Silver,David Lancaster,Fox,tv,s.f.,AAN,L.A. city
East-West,1999,Wargnier,Jeanne Adadre,Fox,col,dram,AA,L.A. city
Holy Man,1998,Herek,Jeanne Adadre,Fox,col,,AA,L.A. city
Free Willy III: The Rescue,1997,Wincer,Alan Ladd~jr.,Warners,col,advt,AA,NYC city
Orlando,1993,S.Potter,Alan Ladd~jr.,Warners,col,18+,AA,NYC city
The Mummy,1999,Sommers,Alan Ladd~jr.,Disney,col,advt,,NYC city ship
Wayne\\'s World 2,1993,Surjik,Alan Ladd~jr.,Disney,col,,,NYC city ship movies
A Civil Action,1998,Zaillian,Alan Ladd~jr.,Paramount,col,dram,,Woburn town
Mr. Deeds,2002,Brill,Alan Ladd~jr.,Disney,col,,,S.F. city
Combination Platter,1993,T.Chan,Alan Ladd~jr.,Disney,col,,,Queens town
The Frightening Frammis,1993,Cruise,Pollock,Showtime,tv,susp,,Queens town
Billy Madison,1993,T.Davis,Pollock,Showtime,tv,,,Queens town
Watch It,1993,T.Flynn,Pollock,Showtime,tv,,,Chicago city
Chain of Desire,1993,Lopez,Pollock,Showtime,tv,romt,,NYC city
Okoge,1993,Nakajima,Pollock,Showtime,tv,18+,,Tokyo city
Cyclo,1997,Hung,Pollock,First Look,col,dram,AAN,Ho Chi Minh City city
From Hollywood to Hanoi,1993,Nga,Pollock,First Look,col,docu,AAN,Ho Chi Minh City city
Handgun,1993,Ransick,Larry Meistrich,Shooting Gallery,col,actn,AAN,Ho Chi Minh City city
Mazeppa,1993,Batabas,Larry Meistrich,Shooting Gallery,col,biop,AAN,Ho Chi Minh City city
Exit in Red,1997,Bogayevicz,Larry Meistrich,Shooting Gallery,col,romt,AAN,Ho Chi Minh City city
Silent Cries,1993,UnYear93,Larry Meistrich,CBS,tv,dram,AAN,baseball fields sports
Trapped in Space,1994,A.Seidelman,sp,Paramount,col,s.f.,AAN,baseball fields sports space
Chicken Hawk,1994,Sideman,Sideman,Paramount,col,s.f.,AAN,baseball fields sports space town
Threesome,1994,A.Fleming,Sideman,Paramount,col,,AAN,U.C.L.A school
The Slingshot,1994,Sandgren,Sideman,Paramount,col,dram,AAN,Stockholm city
The Dark City,1998,Proyas,Sideman,Paramount,col,noir,AAN,Stockholm city
Coming out Under Fire,1994,Dong,Sideman,Paramount,col,docu,AAN,Stockholm city mil.inst.
The Dark Backward,1996,Rifkin,,Paramount,col,noir,AAN,Stockholm city mil.inst.
Little Big League,1994,Scheinman,,Paramount,col,,AAN,Stockholm city mil.inst. sports
Nickle and Dime,1994,Moses,,Paramount,col,,AAN,Stockholm city mil.inst. sports
The Cable Guy,1996,B.Stiller,Judd Apatow,Columbia,col,susp,AAN,Stockholm city mil.inst. sports home
Freedom on My Mind,1994,C.Field,Judd Apatow,Fantasy,col,docu,,Stockholm city mil.inst. sports home
The Mask,1994,C.Russell,Judd Apatow,NewLine,col,,,Stockholm city mil.inst. sports home
Race the Sun,1996,Kanganis,Barry Morrow ,Tristar,col,advt,,Stockholm city mil.inst. sports home school
Les Nuits Fauves,1994,Collard,Barry Morrow ,Gramercy,col,biop,,Stockholm city mil.inst. sports home school
Naked in New York,1994,Algrant,Scorsese,Fine line,col,,,NYC city
Lillian,1994,D.D.Williams,Scorsese,Fine line,col,docu,,NYC city home
Gunmen,1994,Serafian,Scorsese,Fine line,col,docu,,NYC city home
The Bourne Identity,2002,Liman,Scorsese,Columbia,prc,,,L.A. city
It\\'s Happening Tomorrow,1994,Luchetti,Scorsese,Columbia,prc,dram,,Tuscany csd
Sunday\\'s Children,1994,D.Bergman,Scorsese,Columbia,prc,biop,,Tuscany csd csd
Fire,1996,Mehta,Scorsese,Columbia,col,romt,,Taj Mahal city resort
Flirting with Disaster,1996,D.O.Russell,Scorsese,Columbia,col,,,Taj Mahal city resort
For Better or for Worse,1994,D.Collier,Betsy Thompson,Columbia,col,docu,AAN,Taj Mahal city resort
The Green Mile,1999,Darabont,Niki Marvin,Columbia,col,,AAN,Taj Mahal city resort jail
Thirty Two Short Films About Glenn Gould,1994,F.Girard,Niki Marvin,Columbia,col,biop,AAN,Taj Mahal city resort jail
Two Much,1996,Trueba,Niki Marvin,Sony,col,,AA,Taj Mahal city resort jail
Mimic,1997,delToro,Niki Marvin,Sony,col,s.f.,AA,Mexico City city train
Picture Perfect,1997,Caron,Beatty,Fox,col,romt,AA,NYC city
Bhaji on the Beach,1994,Chadha,Beatty,Fox,col,romt,AA,NYC city resort
PCU,1994,Bochner,Beatty,Fox,col,,AA,NYC city resort school
Midnight Edition,1994,Libov,Beatty,Fox,col,dram,AA,NYC city resort school town
Beverly Hills Cop 3,1994,J.Landon,Beatty,Fox,col,,AA,Wonderworld am.park city am.park
A Soldier\'s Daughter Never Dies,1998,Merchant,Ivory,Fox,col,dram,AA,Long Island city csd
Woyzeck,1994,Szazs,Ivory,Hetfoi Muhely,bnw,dram,AA,Long Island city csd
Thieves Quartet,1994,Chappelle,Ivory,Hetfoi Muhely,bnw,susp,AA,Chicago city
Where the River Flows North,1994,J.Craven,Ivory,Hetfoi Muhely,bnw,susp,AA,Chicago city
The Haunting of Hill House,1999,DeBont,Michael Crichton,Dreamworks,col,susp,AA,Chicago city train csd ship
S.F.W.,1994,J.Levy,Michael Crichton,Dreamworks,col,,AA,Chicago city train csd ship
Cows,1994,Medem,Michael Crichton,Dreamworks,col,,AA,Chicago city train csd ship csd
Rave Review,1994,Seymour,Seymour,Gnu,col,,AA,Chicago city train csd ship csd movies
The Princess and the Goblin,1994,Gemes,Seymour,Gnu,col,,AA,Chicago city train csd ship csd movies
White Fang 2; Myth of the White Wolf,1994,Olin,Preston Fisher,Disney,col,advt,AA,Chicago city train csd ship csd movies csd
The Advocate,1994,Megahey,David Thompson,Miramax,col,hist,AA,Abbeville town
Sarraounia,1994,Hondo,David Thompson,Miramax,col,dram,AA,Abbeville town
Hartverscheurend,1994,deJong,Renee Scholten,Studio Nieuwe Gronden,col,romt,AA,Amsterdam city
The Conjugal Bed,1994,Daneliuc,Renee Scholten,Studio Nieuwe Gronden,col,romt,AA,Amsterdam city
Bye Bye,1996,Dridi,Renee Scholten,Studio Nieuwe Gronden,col,romt,AA,Marseilles city
Mina Tannenbaum,1994,Dugowson,Renee Scholten,Studio Nieuwe Gronden,col,dram,AA,Marseilles city
Lush Life,1994,Elias,Renee Scholten,Studio Nieuwe Gronden,col,dram,AA,Marseilles city
Mr.~Jones,1994,Trayger,Devra Greenfield,Tristar,col,romt,AA,Marseilles city
Murder in the First,1994,Rocco,Devra Greenfield,Tristar,col,romt,AA,Alacatraz jail
The Mask of Zorro,1998,M.Campbell,David Foster,Amblin,col,advt,AA,Alacatraz jail jail
Caf\\'e au Lait,1994,Kassovitz,David Foster,Amblin,col,advt,AA,Paris city
Center Stage,2000,Hytner,Mark Laurence,Columbia,col,dram,AA,Brooklyn city school
Dream Lover,1994,N.Kazan,Mark Laurence,Columbia,col,susp,AA,Brooklyn city school
Caro Diario,1994,Moretti,Mark Laurence,Columbia,col,dram,,Brooklyn city school
Windhorse,1998,P.Wagner,Ellen Vasey Wagner,Columbia,col,dram,,NYC town city csd
Clifford,1994,P.Flaherty,Ellen Vasey Wagner,Columbia,col,,,NYC town city csd
The Forbidden Quest,1994,Delpeut,Ellen Vasey Wagner,Columbia,col,docu,,North Pole sea
Me; Myself and Irene,2000,Farrelly,Bobby Farrelly,Fox,col,,,Miami city
My Best Friend\\'s Wedding,1997,P.Hogan,Ronald Bass,Tristar,col,musc,,Chicago city
Baby\\'s Day Out,1994,P.R.Johnson,J.Hughes,Tristar,col,,,NYC city
Naked Gun 33 1/3: The Final Insult,1994,P.Segal,D.Zucker,Tristar,col,,,NYC city
City Slickers II; The Legend of Curly\\'s Gold,1994,Weiland,Billy Crystal,Columbia,col,,,NYC city
Safe Passage,1994,Ackerman,Billy Crystal,Columbia,col,dram,,NYC city
Amongst Friends,1994,Weiss,Billy Crystal,Columbia,col,dram,,NYC city
Pocahontas,1995,Allers,Billy Crystal,Disney,col,,,Arabia
Moerderische Liebesnacht,1996,R.Collins,Billy Crystal,New City,col,18+,,Arabia
Grief,1994,Glatzer,Billy Crystal,New City,col,dram,,Arabia movies
Houseguest,1994,R.Miller,Billy Crystal,New City,col,,,Arabia movies
Stuart Little,1999,Minkof,Billy Crystal,New City,col,,,Manhattan city
Mortal Fear,1994,R.Cook,Billy Crystal,New City,tv,dram,,Manhattan city hospital
Christy Turlington Backstage,1994,Ri.Leacock,Billy Crystal,New City,tv,docu,,Manhattan city hospital
La Scorta,1994,Tognazzi,Billy Crystal,New City,col,dram,,Manhattan city hospital
Go Fish,1994,Troche,Roche,Goldwyn,bnw,romt,,Chicago city
Sprung,1997,Cundieff,Roche,Goldwyn,bnw,romt,,Chicago city
Francois Truffaut: Stolen Portraits,1994,Toubiana,Roche,Goldwyn,bnw,docu,,Chicago city
On Deadly Ground,1994,Seagal,A.Kittman Ho,Warners,col,actn,,Chicago city csd
Trading Mom,1994,Brelis,A.Kittman Ho,Warners,col,romt,,Chicago city csd
What Happened Was ...,1994,T.Noonan,A.Kittman Ho,Warners,col,romt,,Chicago city csd home
The Blue Kite,1994,Zhuangzhuang,A.Kittman Ho,Warners,col,dram,,Chicago city csd home csd
The Plague,1994,Cottard,A.Kittman Ho,Warners,tv,dram,,Chicago city csd home csd
The Fiddler\\'s House,1996,Strom,Bernard Berkin,Maelstrom,col,musc,,Chicago city csd home csd town
Miracle on 34th Street,1994,UnYear94,Bernard Berkin,Maelstrom,col,dram,,Manhattan city
Perdita Durango,1997,delaIglesia,Bernard Berkin,Lola,col,18+,,Manhattan city
Nina Takes a Lover,1995,Jacobs,Bernard Berkin,Lola,col,romt,,S.F. city
Vercingetorix; the Druid King,1996,Morahan,Bernard Berkin,Lola,col,hist,,S.F. city csd
Artemisia,1998,Merlet,Bernard Berkin,Lola,col,biop,,S.F. city csd
The Matrix,1999,Wachowski,deLaurentiis,Warners,col,s.f.,,Philadelphia city
NKT,1995,Cheiton,deLaurentiis,Moon Pict,col,s.f.,,Manhattan city
Wilde,1998,B.Gilbert,deLaurentiis,Sony,col,biop,,Manhattan city
28 Days,2000,B.Thomas,David Kirkpatrick,Columbia,col,dram,,Manhattan city hospital
Babe,1995,Ch.Noonan,David Kirkpatrick,Columbia,col,,AAN,Manhattan city hospital
The Beach,2000,Boyle,Andrew MacDonald,Polygram,col,susp,AAN,Edinburgh city island
I Still Know What You Did Last Summer,1998,Cannon,Andrew MacDonald,Hollywood ,col,horr,AAN,Edinburgh city island
Grand Avenue,1995,Sackheim,Tony To,Hollywood ,duart,dram,AAN,Edinburgh city island slum
Miami Rhapsody,1995,Frankel,Tony To,Hollywood ,col,,AAN,Miami city
Long Time; Nothing New,1997,E.Burns,E.Burns,Fox Warners,col,romt,AAN,New Orleans city city
Hope Floats,1998,Whitaker,E.Burns,Fox,col,romt,AAN,New Orleans city city
The Bachelor,1999,Sinyor,Chris ODonnell,New Line,col,,AAN,S.F. city
Wihout Memory,1999,Koreada,Chris ODonnell,New Line,col,docu,AAN,S.F. city afterlife
Good Men; Good Women,1995,Hsiaahsien ,Chris ODonnell,New Line,col,dram,AAN,S.F. city afterlife
Gauzon Maudit,1995,Balasko,sp,New Line,col,18+,AAN,S.F. city afterlife
Live Nude Girls,1995,Lavin,sp,Steve White,col,,AAN,S.F. city afterlife home
The Quest for Camelot,1998,Pytka,Reitman,Warners,col,,AAN,S.F. city afterlife home space
Trouble Bound,1995,J.Reiner,Fred Weintraub,Warners,col,romt,AAN,S.F. city afterlife home space
Unknown,,Dowling,Fred Weintraub,Warners,col,dram,AAN,S.F. city afterlife home space
Dogma,1999,K.Smith,Fred Weintraub,Warners,col,,AAN,S.F. city afterlife home space
NKT,1997,Berovici,Fred Weintraub,Warners,col,,AAN,S.F. city afterlife home space
Pearl Harbor,1998,Bay,Jerry~Bruckheimer,Hollywood ,col,romt,AAN,Pearl Harbor mil.inst mil.inst
Mrs. Dalloway,1997,Gorris,Stephen Bayly,First Look,col,romt,AAN,Pearl Harbor mil.inst mil.inst csd
Before the Rain,1995,Manchevski,Stephen Bayly,First Look,col,dram,AAN,London city
Pourvu que \cca dure,1995,Thibaut,Stephen Bayly,First Look,col,,AAN,London city
Stonewall,1995,Finch,Stephen Bayly,First Look,col,hist,AAN,Greenwich Village town
An Ideal Husband,1999,O.Parker,Stephen Bayly,Miramax,col,,AAN,Cyprus city island
Les Milles; le train de la liberte,1995,Grall,Stephen Bayly,Miramax,col,dram,AAN,Cyprus city island
A Man of no Importance,1995,Krishnamma,Stephen Bayly,Miramax,col,dram,AAN,Dublin city
The Out-of-Towners,1999,Weisman,Marc Lawrence,Paramount,deluxe,,AAN,Manhattan city
Lawn Dogs,1998,diCillo,Marc Lawrence,Paramount,col,dram,AAN,Manhattan city movies csd
Godzilla vs. Destroyer,1995,Ogawara,Shogo Tomiyama ,Toho,col,s.f.,AAN,Manhattan city movies csd
My Son the Fanatic,1997,Prasad,Shogo Tomiyama ,Toho,col,dram,AAN,London city
House on Haunted Hill,1999,Malone,Zemeckis,Toho,col,horr,AAN,London city home
Firelight,1995,W.Nicholson,Zemeckis,Toho,col,horr,AAN,London city home
Institute Benjamenta,1996,Quay,Zemeckis,Toho,bnw,noir,AAN,London city home
Voleur du Vie,1998,Angelo,Zemeckis,Toho,bnw,dram,AAN,London city home island
Two if by Sea,1995,UnYear95,Zemeckis,Buena Vista,col,cnr,AAN,London city home island train csd
Taste of Cherry,,Kiarostami,Zemeckis,Buena Vista,col,dram,AAN,Teheran city
Sometimes they come back ... again,1996,Grossman,Michael Meltzer,Trimark,col,horr,AAN,Teheran city
August,1996,A.Hopkins,Michael Meltzer,Trimark,col,horr,AAN,Teheran city
Die Kirschernte,1996,Kranenborg,Michael Meltzer,Trimark,col,romt,AAN,Teheran city csd
I\'ll be Home for Christmas,1998,Sanford,Michael Meltzer,Trimark,col,,AAN,Teheran city csd
American Werewolf in Paris,1997,Waller,Michael Meltzer,Trimark,col,horr,AAN,Paris city
Next Stop; Wonderland,1998,B.Anderson,Michael Meltzer,Trimark,col,,AAN,Deauville resort
The Young Poisoner\'s Handbook,1996,B.Ross,Michael Meltzer,Trimark,col,biop,AAN,Deauville resort
Watermelon Woman,1996,Dunye,Michael Meltzer,Trimark,col,biop,AAN,Deauville resort
Joseph Conrad\'s Secret Agent,1996,Hampton,Michael Meltzer,Trimark,col,susp,AAN,Deauville resort
The Big Fall,1996,Howell,Michael Meltzer,Trimark,col,cnr,AAN,Deauville resort
Big Daddy,1999,Dugan,Jack Giarraputo,Columbia,tcol,,AAN,NYC city
Veronica Barbwire,1996,Hogan,Jack Giarraputo,Columbia,col,,AAN,NYC city
The Whole Wide World,1996,D.Ireland,Jack Giarraputo,Columbia,col,romt,AAN,NYC city
Now and Then,1996,D.Moore,Jack Giarraputo,Columbia,col,romt,AAN,NYC city
Spitfire Grill,1996,Zlotoff,Gregory,Columbia,col,romt,AAN,NYC city town
Galaxy Quest,1999,Parisot,Charles Newirth,Dreamworks,col,,AAN,NYC city town space
Homeward Bound II: Lost in San Francisco,1996,D.Ellis,Charles Newirth,Disney,col,advt,AAN,S.F. city
The Arrival,1996,Twoohy,Charles Newirth,Orion,col,susp,AAN,S.F. city
If Lucy Fell,1996,Schaeffer,Charles Newirth,Orion,col,romt,AAN,Brooklyn city
Pizzicata,1996,Winspeare,Charles Newirth,Orion,col,dram,AAN,Brooklyn city
Halfmoon,1996,Schlaich,Charles Newirth,Orion,col,dram,AAN,Brooklyn city
Bordello of Blood,1996,Adler,Adler,Universal,col,horr,AAN,Brooklyn city
Primal Fear,1996,Hoblit,Gary Luccesi,Paramount,col,dram,AAN,Brooklyn city
Beautiful Thing,1996,McDonald,Gary Luccesi,Paramount,col,romt,AAN,London city
Little Indian; Big City,1996,Palud,Gary Luccesi,Paramount,col,romt,AAN,Paris city
The Glimmerman,1996,J.Gray,Gary Luccesi,Warners,tcol,actn,AAN,L.A. city
Lotto Land,1996,Rubino,Gary Luccesi,Warners,tcol,dram,AAN,Brooklyn city
A lost life,2000,Mangold,Whoopie Goldberg,Warners,col,dram,AAN,Brooklyn city town town hospital
Star Trek: The Insurrection,1999,Frakes,Rick Berman,Paramount,col,s.f.,AAN,Brooklyn city town town hospital space space
Basquiat,1996,Schnabel,Randy Ostrow ,Miramax,col,biop,AAN,Brooklyn city town town hospital space space
In the Heat of the Sun,1996,Weng,Randy Ostrow ,Miramax,col,romt,AAN,Bejing city
Calendar Girl,1996,Whitesell,Debbie Robin,Columbia,col,romt,AAN,Bejing city
Marvin\'s Room,1996,Zaks,..,Miramax,col,dram,AAN,Bejing city
The Beautician and the Beast,1996,Kwapis,Howard W. Koch,Paramount,col,,AAN,Bejing city
Hellraiser: Bloodline,1996,Yagher,Howard W. Koch,Dimension,col,horr,AAN,Bejing city
Summer Souvenier,1996,Glatter,Howard W. Koch,Dimension,col,dram,AAN,Bejing city
Angels Alone,1999,Obst,Obst,Fox,col,s.f.,AAN,Bejing city town
Endurance,1999,Woodhead,Woodhead,Fox,col,docu,AAN,Bejing city town
Femme Fatale,1998,Cruper,Woodhead,Fox,col,,AAN,Bejing city town
The Matchmaker,1997,M.Joffe,Woodhead,Fox,col,,AAN,Roundstone city csd
Gabbeh,1996,Makmalbaf,Woodhead,Fox,col,,AAN,Roundstone city csd
From the Journals of Jean Seberg,1996,Rappaport,Woodhead,Fox,col,biop,AAN,Roundstone city csd
American Psycho,2000,Harron,Woodhead,Orion,col,biop,AAN,Roundstone city csd
Moll Flanders,1996,Densham,Pen Densham ,MGM,col,romt,AAN,Roundstone city csd
Le Temps retrouve,1999,Ruiz,Pen Densham ,MGM,col,biop,,Roundstone city csd
Evening Star,1996,Harling,Platt,Paramount,col,romt,,Roundstone city csd town
Darker than Amber,1996,Clause,Walter Seltzer,Cinema,tcol,romt,,Roundstone city csd town ship
Executve Decision,1996,Baird,Joel Silver,Warners,tcol,,,Roundstone city csd town ship airplane
Parting Glances,1996,Buscemi,Buscemi,Warners,col,dram,,Roundstone city csd town ship airplane bar
Snow Falling on Cedars,1999,Sc.Hicks,Buscemi,Universal,col,dram,,Roundstone city csd town ship airplane bar
The Last Supper,1996,Title,Buscemi,Universal,col,susp,,Roundstone city csd town ship airplane bar
Little Book of Love,1996,Werneck,Buscemi,Universal,col,susp,,Roundstone city csd town ship airplane bar
Killer; journal of an assassin,1996,Metcalfe,Buscemi,Universal,col,susp,,Roundstone city csd town ship airplane bar
Jack and Sarah,1996,Sullivan,Buscemi,Universal,col,,,Roundstone city csd town ship airplane bar
Frisk,1996,Verow,Buscemi,Universal,col,,,Roundstone city csd town ship airplane bar
Marquise,1996,Belmont,Buscemi,Universal,col,,,Roundstone city csd town ship airplane bar
Herr Zwilling und Frau Zuckermann,1999,Koepp,Buscemi,Universal,col,docu,,Czernowicz town
Rushmore,1998,W.Anderson,James L.Brooks,Disney,col,,,Czernowicz town school
My Stepmother is an Alien,1996,Sexton,James L.Brooks,Disney,col,s.f.,,Czernowicz town school
Drive By Kiss,1996,UnYear96,James L.Brooks,Foc,col,dram,AA,Czernowicz town school csd town csd work
Ma Vie En Rose,1997,Berliner,James L.Brooks,Foc,col,dram,,Czernowicz town school csd town csd work town
Gattaca,1997,Niccol,James L.Brooks,Columbia,col,s.f.,,Czernowicz town school csd town csd work town
The Winter Guest,1997,Rickman,James L.Brooks,Columbia,col,dram,,Czernowicz town school csd town csd work town
Anna and the King,1999,Tennant,Lawrence Bender,Columbia,col,dram,,Bangkok city
Election,1999,Payne,Keith Sample,Paramount,col,dram,,Bangkok city school
The Myth of Fingerprints,1997,Freundlich,Keith Sample,Sony,col,dram,,Bangkok city school
Forces of Nature,1999,B.Hughes,Ian Bryce ,Dreamworks,col,,,Bangkok city school airplane roads train
Of Love and Shadows,1996,B.Kaplan,Ian Bryce ,Dreamworks,col,,,Bangkok city school airplane roads train
Anna Karenina,1997,B.Price,Ian Bryce ,Dreamworks,col,dram,,Bangkok city school airplane roads train
Rush Hour,1999,Ratner,Tracy Kramer,New Line,col,actn,,Hong Kong city
Spice World,1997,Spiers,,New Line,col,musc,,London city
For Richer or Poorer,1997,Spicer,Spicer,Udniversal,col,romt,,Amish country csd
De Versterking,1998,vanLieshout,Spicer,Udniversal,col,romt,,Amish country csd
Un Air de Famille,1998,Klapisch ,Spicer,Udniversal,col,noir,,Paris city bar
The Grass Harp,1997,Mahlin,Spicer,Udniversal,col,noir,,Paris city bar
Pippi Longstocking,1997,C.Smith,Merle-Anne Ridley,Udniversal,col,,,Paris city bar
Diary of a Seducer,1997,DuBroux,Merle-Anne Ridley,Udniversal,col,,,Paris city
The Landgirls,1998,Leland,Simon Relph,Polygram,col,,,Paris city
