title,rel_year,dir_name,prod_name,studio_name,prc,cat,award,location,movie_id
Paradise Park,1992,Dan.Boyd,,,,dram,,,DlB3
Men at Work,1990,Estevez,,Columbia,,comd,,,EmE10
Spymaker,1990,Fairfax,Aida Young,Turner,col,biop,,,FFf10
Kracht,1990,Fokkema,,,,,VIP,,FFo10
Arachnophobia,1990,F.Marshall,,,col,horr,,Caiman,FrM1
Congo,1995,,Sam Mercer,Paramount,tcol,advt,,,FrM6
Sixth Sense,1999,,,Hollywood,col ,s.f.,AAN,,FrM10
Bikini Carwash Company 2,1990,Orona,Alan B. Bursteen,New City,col,18+,,L.A.,GaO10
Miami Blues,1990,Armitage,Fred Ward,,col,actn,,Miami,GeA10
Grosse Point Blank,1997,,Roger Birnbaum,Hollywood,col,susp,,,GeA30
The Vanishing,1990,Sluizer,,,,susp,,Riviera,GSl10
The Vanishing,1993,,Paul Schiff,Fox,deluxe,susp,,cabin,GSl12
The Unbelievable Truth,1990,Hartley,,Miramax,col,noir,,Lindenhurst,HlH1
Trust,1991,,,,,noir,,Long Island,HlH2
Simple Men,1992,,,,,cnr,,Long Island,HlH3
Henry Fool,1998,,,,,dram,,,HlH9
Quick Change,1990,Friedman,Bill Murray,Warners,col,dram,,Brooklyn,HoF10
Howling VI; the Freaks,1990,Perello,Robert Pringler,,col,horr,,,HPe10
Kill Me Again,1990,Dahl,,,col,susp,VIP,Las Vegas,IDa10
Red Rock West,1992,,Sightvassen,HBO,deluxe,noir,,Beston,IDa14
The Last Seduction,1994,,,,col,susp,,,IDa17
Rounders,1998,,,,tcol,dram,,,IDa19
The Day after Trinity: J. Oppenheimer and the Atomic Bomb,1990,Else,,,,docu,VIP,Los Alamos,IEl10
Tales from the Darkside- The Movie,1990,J.Harrison,,,bnw,horr,,,IHs10
My Twentieth Century,1990,Enyedi,,,,romt,,,IlE10
Henry: Portrait of a Serial Killer,1990,McNaughton,,,,actn,,,IMN10
Sex; Drugs; Rock and Roll,1991,,,,,dram,,,IMN12
Mad Dog and Glory,1993,,Scorsese,Universal,col,comd,,,IMN15
Kid,1990,J.Robinson,,Alpha Cine,,west,,,IMR10
Joe Versus the Volcano,1990,Shanley,,,col,,,,IPS1
Desert Kickboxer,1991,Florentine,Wells,21st Century,deluxe,actn,,,IsF10
Peepshow,1990,dAmato,,,tcol,18+,,,JdA10
Ponette,1996,Doillon,,,,dram,,,JDo10
China Cry,1990,J.Collier,Don Parker,Trinity,,docu,,Beijing,JFC10
Living in the World,1990,J.Gibbons,,,,,,,JGb3
Fugitive in Paris,1991,,,,,,,Paris,JGb7
The Genius,1992,,Breer,Fugitive Productions,col,s.f.,,Manhattan,JGb10
Of Flesh and Blood,1990,Mentges,,,,docu,,,JMe1
La Zoo Nuit,1990,Lauzon,,,,,,,JLz1
Leolo,1992,,,Fine Line,col,18+,,Montreal,JLz2
Little Sister,1990,Zeilinger,Jeffrey R. Neuman,,,,,,JmZ10
Nuns on the Run,1990,Lynn,,Handmade Films,tcol,comd,,London,JnL10
My Cousin Vinny,1992,,Paul Schiff,Fox,deluxe,comd,,,JnL12
The Distinguished Gentleman,1993,,,,col,comd,,Washington,JnL13
Greedy,1994,,Brian Grazer,Universal,col,comd,,,JnL15
Trial and Error,1997,,,New Line,col,comd,,Paradise Bluff,JnL18
The Mind's Eye,1990,Nickman,,,,cart,,,JnN9
Third Stone From the Sun,1990,,Nickman,,col,fant,,,JnN10
Tune in Tomorrow,1990,Amiel,,,col,comd,VIP,New Orleans,JoA10
Somersby,1993,,Steven Reuther,Warners,col,dram,,,JoA13
Copy Cat ,1995,,,,,susp,SE,S.F.,JoA15
Entrapment,1999,,,Fox,deluxe,cnr,,Kuala Lumpur,JoA19
Comment faire l'amour avec un negre sans se fatigue,1990,Benoit,Henri Lange,Angelika,col,comd,,,JWB10
Ghost,1990,J.Zucker,,,col,romt,,NYC,JZu10
Posse West,1995,,,,,west,,,JZu15
La Promesse,1996,Dardenne,,,,,,,LuD1
Rosetta,1999,,,,,dram,,,LuD4
The Fool,1990,Kaul,,,,,,,MnK10
Siddheshwari,1992,,,,,,,,MnK15
The Cloud Door,1994,,,Ziegler,,romt,,,MnK20
Marleneken,1990,Brandauer,,,,,VIP,,KaB10
Project Tinman,1990,Arthur,,,,s.f.,,,KaA9
Shadow of a Doubt,1991,,,Columbia,tv,susp,,,KaA10
Dances with Wolves,1990,Kostner,Jim Wilson,Paramount,deluxe,dram,AA,,KeC1
Waterworld,1995,,,MCA,col,s.f.,,,KeC5
The Postman,1997,,,,,s.f.,,,KeC7
After Life,1999,Hirokazu,,,,fant,,,Khi20
20 Bucks,1993,Rosenfeld,,,,dram,,Minneapolis,KvR10
Silk Stockings,1990,Hassani,,,col,18+,,,LiH10
Misplaced,1990,Yansen,,,,,,,LYa10
White Palace,1990,Mandoki,G.Dunne,Universal,col,romt,,St.Louis,LuM10
Born Yesterday,1993,,D.Constantine Conte,Hollywood,col,romt,,Washington,LuM13
When a Man Loves a Woman,1994,,John Avnet,Touchstone,col,romt,,S.F.,LuM16
Message in a Bottle,1999,,Kevin Costner,Warners,tcol,romt,,Chicago,LuM21
Angel Eyes,2001,,,,,romt,,,LuM25
Dream Machine,1990,Dayton,Dayton,,col,actn,,,LyD10
Force of Circumstance,1990,L.Baer,,,,,,,LzB10
L.A. Story,1991,M.Jackson,Dan Melmick,Carolco,col,fant,,L.A.,MiJ5
The Bodyguard,1992,,Kevin Costner,Warners,col,actn,,L.A.,MiJ10
Clean Slate,1994,,lilli Fini Zanuck,MGM,col,comd,,,MiJ12
Volcano,1997,,,,col,disa,,L.A.,MiJ15
Roger and Me,1990,M.Moore,,,,docu,Fun,Flint,MMr10
The Debt,1990,M.Pereira,,,col,dram,,,MPe5
La Ultima Siembra,1990,,,Yacoraite ,col,dram,,,MPe10
Luv,1990,Shisgal,,,,,,,MSh10
The Tall Guy,1990,M.Smith,,,,comd,,,MSm10
Radioland Murders,1994,,Fred Roos,Universal,,,,,MSm14
Bean,1997,,,,col,comd,,,MSm17
Le Petit Criminel,1990,Spinosa,,,,,,,MSp2
Elisa,1996,,,,,,,,MSp5
La Parenthese Enchantee,2000,,,,,comd,,,MSp10
Das Schrecklische Madchen,1990,M.Verhoeven,,,,biop,,Bavaria,MVh10
The Return,1990,vonTrotta,,,,,,,MvT10
Fire Festival,1990,Yanagimachi,,,,,,,MYa10
Farewell to the Land,1991,,,,,,,,MYa15
Ai Ni Tsuite; Tokyo,1992,,Yanagimachi,,col,dram,,Tokyo,MYa20
The Pathfinder,1990,Gaup,John Jacobson,,,dram,,,NGp10
Queen of Diamonds,1990,Menkes,,,,,,,NMk10
Longtime Companion,1990,Rene,,,,dram,,,NRe6
Prelude to a Kiss,1992,,,,,romt,,,NRe10
Six Degrees of Seperation,1990,Guare,,,,,,,OhG10
You Can't Do That! Hard Day's Night,1990,P.Collins,,,col,docu,,,PCo10
Paris s'eveille,1990,Assayas,,,,dram,,Paris,OlA10
Irma Vep,1997,,,,col,surr,,Paris,OlA14
Late August; Early September,1999,,,,,romt,,,OlA15
Destinees Sentimentales,1999,,,,,biop,,Limoges,OlA16
Big,1989,P.Marshall,,Fox,col,comd,Fun,,PnM8
Awakenings,1990,,,,col,biop,,,PnM10
Year of the Comet,1992,,,NewLine,col,romt,,,PnM11
A League of their Own,1992,,,,col,dram,,baseball fields,PnM12
Renaissance Man,1994,,,,col,comd,,,PnM14
The Preacher's Wife,1996,,,Touchstone,col,,,,PnM18
State of Grace,1990,Joanou,,,col,actn,,Manhattan,PhJ10
Final Analysis,1992,,,Warners,col,susp,,,PhJ13
Mr. Frost,1990,Setbon,,,,susp,,,PhS10
Monsieur Hire,1990,Leconte,,Orion,col,susp,,,PLe10
Le Mari de la Coiffeuse,1991,,,Triton,col,romt,,,PLe12
Yvonne's Perfume,1994,,,,,romt,,,PLe15
Le grands ducs,1995,,,,,comd,,,PLe16
Ridicule,1996,,,,,romt,,,PLe17
Girl on the Bridge,2000,,,,,dram,,,PLe21
Merret Oppenheim,1990,RobertsonPearce,,Imago,,biop,,,PRP10
A Story of Boys and Girls,1990,Avati,,,,romt,,,PuA10
Taxi Blues,1990,Lungin,,,,,Palm,,PvL1
The Wedding,1999,,,,,hist,Palm,,PvL5
Die Hard 2,1990,Harlin,J.Silver,Fox,deluxe,actn,,,ReH10
Cliffhanger,1993,,,Tristar,col,advt,,Rockies,ReH16
Fabula de la Bella Palomera,1988,Guerra,,Television Espanola,,dram,,,RGu10
Erendira,1991,,,,,dram,,,RGu15
Trouble Behind,1990,R.Henson,,,,,,,RHe10
Road House,1990,Herrington,Joel Silver,U.A.,col,actn,,,RHr8
Gladiator,1992,,,,,,,,RHr10
Striking Distance,1992,,Hunt Lowry ,Columbia,col,actn,,,RHr12
House Party,1990,R.Hudlin,,,,comd,,,RnH10
Boomerang,1992,,Warrington Hudlin,Paramount,col,comd,,NYC,RnH13
Write to Kill,1990,Preuss,Bonnie Sugar,,col,fant,,,RPr10
A Few Good Men,1992,Regan,,Columbia,col,,,Washington,RRe10
Graveyard Shift,1990,R.S.Singleton,,,,horr,,,RSS10
Selznick,1990,Rita Gam,,,,biop,,,RtG10
Karol Bardosh,1991,,,,,biop,,,RtG12
Twelfth Night,1990,Wertheim,,Cendem,col,18+,,,RWe10
Teenage Mutant Ninja Turtles,1990,Barron,,NewLine,col,fant,,Manhattan,SBa10
Coneheads,1993,,,,col,comd,,,SBa15
Teenage Mutant Ninja Turtles 2,1992,,,,col,fant,,,SBa20
Teenage Mutant Ninja Turtles 3,1994,,,,col,fant,,,SBa22
La Luna en el Espejo,1990,Caiozzi,Caiozzi,,col,dram,,,SCz10
The Color of Pomegranates,1990,Parajanov,,,,,,,SgP10
Police Story III: Supercop,1990,Tong,,,,actn,,Hong Kong,SnT20
Drunken Master,1994,,,,col,,,,SnT22
Rumble in the Bronx,1996,,,,col,actn,,,SnT26
Mr. Magoo,1998,,,Disney,,actn,,,SnT28
Ace Ventura; Pet Detective,1990,Oedekerk,,,col,comd,,,SOe10
Ace Ventura; Pet Detective,1992,,,,col,comd,,,SOe12
Nothing to Loose,1997,,,,col,comd,,,SOe15
Distant Voices; Still Lives,1990,T.Davies,,,,,,,TDv10
Night of the Living Dead,1990,Savin,,,col,horr,,,TSa1
Rosenkrantz and Guildenstern are Dead,1990,Stoppard,,,,dram,,,TSt1
Satan,1990,Aristov,,,,,,,ViA10
Grim Prarie Tales,1990,W.Coe,,,,,,,WaC1
Pool of Thanatos,1990,McCandless,,,col,surr,,,PMC10
Metropolitan,1990,Stillman,,,,comd,,NYC,WhS1
Barcelona,1994,,,,,comd,,,WhS3
The Last Days of Disco,1998,,,CastleRock,,romt,,,WhS5
Chloe,1998,,,,,,,,WhS6
Journey of Hope,1990,Koller,,,,dram,,,XaK10
Last Call,1990,Yosha,,,col,,,,YaY5
Sexual Response,1992,,Ashol Amitraj,Vision,col,romt,,L.A.,YaY10
A Rough Sketch of a Spiral,1990,Kojima,,,,,,,YKo10
Beijing Bastards,1990,Y.Zhang,,,,,,,YZh4
Sons,1992,,,,,,,,YZh6
The Square,1994,,,,,,,Tiananmen Square,YZh8
East Palace; West Palace,1998,,,,,,,Bejing,YZh14
Not One Less,1999,,,,,,,,YZh15
Shower,2000,,,,,,,,YZh16
The Wonder Years,1990,UnYear90,,,,,,,Z9010
Black Magic Woman,1990,,,Trimark,,horr,,,Z9020
Spies; Lies; and Naked Things,1990,,P. Henson,,duart,comd,,,Z9030
China Beach,1990,,,,col,,,,Z9040
The Experts,1990,,,,col,,,,Z9050
Comperes,1990,,,,col,comd,,,Z9060
Jetsons: The Movie,1990,,,Hanna-Barbara,col,cart,,,Z9070
Vito e gli Altri,1991,Capuano,,,,,,,ACp10
Ta Dona,1991,Drabo,,,,,,,AdD10
Zebrahead,1991,Drazan,Janet Yang,,col,dram,,Detroit,ADz10
Imaginary Crimes,1991,,,,col,dram,,Portland,ADz15
The Mambo Kings,1991,Glimcher,,Regency,tcol,musc,,,AGl10
Just Cause,1995,,Steve Perry,Warners,tcol,susp,,,AGl12
Madonna; Truth or Dare,1991,Keshishian,,Miramax,col,musc,,,AKe1
With Honors,1994,,Amy Robinson,Warners,col,comd,,,AKe5
Truly; Madly; Deeply,1991,Minghella,Robert Coup,Goldwyn,col,fant,,London,AMi10
Mr. Wonderful,1993,,Saul Zaentz,Miramax,col,comd,,,AMi12
The English Patient,1996,,Saul Zaentz,,col,dram,AAN,Tuscany,AMi15
The Talented Mr. Ripley,2000,,,,,comd,GGN,Rome,AMi19
Do or Die,1991,Sitaris,Arlene Sitaris,,col,18+,,,ASi10
Star Time,1991,Cassini,,,,,,,AxC10
A Rage in Harlem,1991,B.Duke,,HBO,deluxe,dram,,Harlem,BDu2
The Cemetery Club,1993,,Bonnie Palef,Disney,col,romt,,,BDu3
Sister Act 2,1993,,,,col,comd,,Las Vegas,BDu4
Hoodlum,1997,,Mancusi jr.,U.A,col,cnr,,Haarlem,BDu10
The Puerto Rican Mambo (not a Musical),1991,Model,,Cabriolet Films,,docu,,NYC,BMo10
Outremer,1991,Rouan,Paul E. Cohen,Aries,col,romt,,,BrR1
Post Coitum,1998,,,,,romt,,,BrR5
The Addams Family,1991,Sonnenfeld,Scott Rudin,Paramount,deluxe,horr,,,BS1
For Love or Money,1993,,,,,romt,,,BS4
Addams' Family Values,1993,,Scott Rudin,Paramount,deluxe,horr,,Greenwich village,BS5
For Love or Money,1993,,Brian Grazer,Universal,col,romt,,,BS6
Get Shorty,1995,,deVito,MGM/UA,col,actn,,,BS8
Men in Black,1997,,,,col,comd,,Manhattan,BS10
Wild Wild West,1999,,,,,comd,,,BS15
The Usual Suspects,1991,B.Singer,,,,susp,,,ByS10
Apt Pupil,1998,,,,,susp,,,ByS15
X-Men,2000,,,,col,s.f.,,,ByS17
Body Talk,1991,Nube,,,,,,,CDN10
A World Apart,1991,Menges,,,,,,,CMe1
CrissCross,1992,,,,,dram,,Key West,CMe10
The Little Prince Said,1991,C.Pascal,,,,,,,CPc10
Deceived,1991,Dm.Harris,,,col,dram,,,DHr10
Bad Company,1994,,,,col,dram,,,DHr12
Future Kick,1991,Klaus,Corman,,col,s.f.,,,DKl10
House Party II,1991,McHenry,McHenry,NewLine,col,comd,,,DMH10
Jason's Lyric,1994,,,Gramercy,,dram,,,DMH15
1991: The Year Punk Broke,1991,D.Markey,,,,docu,,,DMk10
Feast of the Gods,1991,D.Sutherland,,,,,,,DSu10
Out of Sight,1993,,D.Sutherland,,col,dram,,,DSu20
The Naked Gun 2 1/2: The Smell of Fear,1991,Zucker,Bob Weiss,Paramount,tcol,actn,,Washington,DZu12
The Quarrel,1991,E.Cohen,,,,dram,,,ECh10
Juice,1991,Dickerson,,Paramount,col,actn,,,EDi10
Surviving the Game,1994,,,,col,actn,,,EDi12
Tales from the Crypt: Demon Knight,1995,,Gilbert Adler,Universal,col,horr,,,EDi14
Brute Charm,1991,Breer,,,,,,,EmB10
A Summer for Love,1991,Yang,,,,,,,EdY10
Yi Yi,1999,,,,,dram,Palm,Tapei,EdY18
Scissors,1991,DeFelitta,,,,dram,VIP,,FDF10
Curse II; The Bite,1991,Goodwin,Kenichi Tominaga. Frederico Prorperi,,col,horr,,,FrG10
After Shock,1991,F.Harris,Roy McAree,,col,s.f.,,,FrH10
Three Days To A Kill,1991,F.williamon,F.williamon,21st Century,col,actn,,Dallas,FWs10
Hearts of Darkness,1991,Bahr,Les Mayfield,Triton,col,docu,,,FxB10
London Kills Me,1992,Kureishi,,,,,,London,HfK10
Im Kreise der Lieben,1991,Huntgeburth,,NDR,col,noir,,Hamburg,HrH1
Slow Bob in the Third Dimension,1991,Selick,,,col,,,,HyS7
The Nightmare Before Christmas,1993,,T.Burton,Touchstone,col,cart,,,HyS10
The Search for Signs of Intelligent Life in the Universe,1991,Bailey,,,,dram,,,IBl10
China Moon,1994,,Berrie M. Osborne,UA,col,susp,,,IBl15
The Hours and Times,1991,Softley,,,,musc,,Liverpool,IiS5
Backbeat,1994,,,,,musc,,Hamburg,IiS10
Hackers,1996,,,,col,dram,,,IiS15
Wings of the Dove,1997,,Par Levatt,,col,romt,,Venice,IiS17
In the Shadow of the Stars,1991,Scaraf,,,,docu,AA,,IrS10
Boyz N the Hood,1991,J.Singleton,,,col,dram,AAN,South L.A.,ISn1
Poetic Justice,1993,,,,col,dram,,,ISn3
Higher Learning,1993,,Paul Hall,Columbia,col,,,,ISn4
Guilty by Suspicion,1991,I.Winkler,,,,dram,,Hollywood,IWk1
Night and the City,1992,,,,,dram,,Hollywood,IWk3
The Net,1995,,,Columbia,col,susp,,S.F.,IWk5
At First Sight,1999,,,,,dram,,,IWk10
In Sog der Angst,1991,Ruzicka,Manfred Dumick,,col,susp,,,JaR10
Fried Green Tomatoes,1991,Avnet,Avnet,Universal,col,romt,,Birmingham,JAv10
Up Close and Personal,1996,,John Kerner,Touchstone,col,romt,,,JAv15
Red Corner,1997,,,,col,,,,JAv16
Things You Can Tell Just by Looking at Her,2000,,,,,comd,,,JAv18
The Room,1991,Balsmeyer,,,col,dram,Palm,NYC,JBm10
A Kiss Before Dying,1991,J.Dearden,,,,horr,,,JDr10
The Marying Man,1991,Rees,,,,comd,,,JeR10
Run of the House,1991,Felter,,,,,,Washington,JiF10
Paris is Burning,1991,Livingston,,,col,docu,,,JLi10
Little Man Tate,1991,J.Foster,,Orion,col,dram,,,JoF1
Home for the Holidays,1995,,,,col,comd,,,JoF5
Impromptu,1991,Lapine,,,,romt,,Paris,JLp1
Wildfeuer,1991,Baier,,Bavaria,fcol,biop,,Chicago,JoB10
Elementary School,1991,Sverak,,,,,,,JSv10
Kolya,1997,,,,col,romt,,Prague,JSv15
Hangin' with the Homeboys,1991,Vasquez,,,,docu,,Harlem,JVa10
Toto,1991,VanDormael,,Real,,dram,,,JVD5
Toto le Heros,1992,,,,,dram,,,JVD10
Zoo Radio,1991,J.Roach,,,,,,,JyR1
Austin Powers; International Man of Mystery,1997,,,,,cnr,VIP,,JyR2
Mystery Alaska,1999,,,,,,,,JyR3
Austin Powers; The Spy Who Shagged Me,1999,,,New Line,,cnr,,,JyR4
Robin Hood: Prince of Thieves,1991,K.Reynolds,Jim Wilson,Paramount,col,dram,,,KeR10
Strictly Business,1991,Hooks,Pam Gibson,Warners,col,comd,,NYC,KeH10
Bounty Hunter,1991,K.Anderson,Pierre David,,col,actn,,L.A.,KuA10
Carmen,1992,Lr.Anderson,,,tv,romt,,,LrA10
Rush,1991,L.F.Zanuck,R.Zanuck,MGM,,dram,,,LFZ1
Sao Paulo; S.A.,1991,Person,,,,dram,,Sao Paulo,LSP10
Paradise,1991,Donoghue,,Buena Vista,col,romt,,,MAD10
Soapdish,1991,M.Hoffman,,,,comd,,Hollywood,MiH10
Restoration,1995,,,Oxford films,,,,London,MiH15
A Midsummer Nights Dream,1999,,M.Hoffman,Fox Searchlight,,fant,,,MiH18
Mobsters,1991,Karbelnikoff,,,col,actn,,,MKb10
Dangerous Toys,1991,Kitrosser,Brian Yuzna,Still Silent Films,col,horr,,,MKi10
Ostkreuz,1991,Klier,,,,,,,MKl10
Amazonia: Voices from the Rainforest,1991,Aguirre,,Colossal,col,docu,,Amazon,MoA10
New Jack City,1991,MrVanPeebles,,,,dram,,NYC,MRP10
Posse,1993,,Jim Steele,Gramercy,col,west,,,MRP14
Straight out of Brooklyn,1991,M.Rich,,,,dram,,,MtR1
The Inkwell,1994,,,Buena Vista,col,dram,,Martha's Vineyard,MtR5
The King and I,1999,,Peter Bakalian,Warners,col,cart,,,MtR10
I Thought It Was Love,1991,Troisi,,,,,,,MTs10
Toubab Bi,1991,Toure,,,,,,,MuT10
Dark Obsession,1991,Broomfield,,,,susp,,,NBr10
Kurt and Courtney,1998,,,,,docu,,Seattle,NBr17
Creature Comforts,1991,Park,,,col,cart,AA,,NiP5
The Wrong Trousers,1993,,,,col,cart,AA,,NiP10
Chicken Run,2000,,Pter Lord,,,cart,,,NiP17
Dom Ne Peske,1991,Adomenaite,,Lensfilm,col,dram,,,NyA10
Gizli Yuz,1991,Kavur,,Alfa,col,fant,,,OKa10
Cheerleaders,1991,Glickler,Glickler,,col,18+,,,PGl10
Bill and Ted's Excellent Adventure,1991,Hewitt,,,,comd,,,PHw8
Bill and Ted's Bogus Journey,1991,,,Orion,deluxe,comd,,L.A.,PHw10
Fathers and Sons,1991,Mones,,Pacific,,,,,PlM10
The Pope Must Die[t],1991,P.Richardson,Stephen Wooley,,col,comd,,,PRs10
Prison Stories: Women on the Inside,1991,Spheeris,,,,dram,,,PSp10
Wayne's World,1991,,,,col,comd,,,PSp12
The Beverly Hillbillies,1993,,,,col,comd,,Hollywood,PSp14
The Super,1991,Daniel,,,,dram,,,RdD10
Eye of the Storm,1991,Emmerich,,Paramount,tcol,horr,,,RlE5
Universal Soldier,1992,,,Tristar,col,actn,,,RlE10
Independence Day,1996,,Dean Devlin,Fox,col,s.f.,,area 51,RlE20
Godzilla,1998,,,,,s.f.,,NYC,RlE22
The Patriot,2000,,,Columbia,,hist,,,RlE24
Slacker,1991,Linklater,,,,dram,,Austin,RLl10
Dazed and Confused,1993,,,,,dram,,,RLl13
Before Sunrise,1995,,,,col,romt,,Vienna,RLl15
Suburbia,1997,,,,col,,,,RLl18
Before Sunset,2004,,,,col,romt,,Paris,RLl21
The `O' Case,1991,R.Simon,,,,,,,RSm10
City Slickers,1991,Underwood,,,col,comd,Fun,NYC,RUn10
The Ballad of the Sad Cafe,1991,Callow,,,col,dram,,,SCa10
Bloody Morning,1991,Li,Tian YuPing,Peking Film Studio,col,,,,SHL2
Predator II,1991,S.Hopkins,John Davis,Fox,col,actn,,,SHp5
Blown Away,1994,,Richard Lewis,Universal,col,actn,,Cape Cod,SHp10
I Love You; I Love You Not,1997,,,,col,dram,,,SHp13
Double Impact,1991,Lettich,vanDamme,Stone Group,deluxe,actn,,Hong Kong,SLe10
Lionheart,1992,,vanDamme,Imperial,,actn,,,SLe12
Knock Off,1998,,,,,,,,SLe15
The Cherry Orchard,1991,Nakahara,,,,,,,SNa10
Being John Malkovich,1999,Jonze,,,,,AAN,,SpJ9
Adaptation,2002,,,,sp,comd,,,SpJ13
Paris; Roman d'une Ville,1991,S.Neumann,,,bnw,docu,,Paris,StN10
Another Damaging Day,1991,Cochran,,,,dram,,,SyC5
My New Gun,1992,,,IRS Media,col,dram,,,SyC10
The Butcher's Wife,1991,T.Hughes,Lauren Lloyd,Paramount,tcol,comd,,NYC,THg25
The Iron Giant,1999,,,Warners,,cart,,,THg33
Hana-Bi,1995,Kitano,,,,,,,Tki5
Fireworks,1998,,,,,,,,Tki7
And the Sea Will Tell,1991,T.L.Wallace,,CBS,tv,dram,,,TLW1
Holy Matrimony,1994,,,Buena Vista,tcol,dram,,,TLW5
And You Thought Your Parents Were Weird,1991,Cookson,,,,,,,ToC10
Piano Piano Bacaksiz,1991,Basaran,,Cicek,col,romt,,,TuB10
Meine Tochter gehort mir,1991,Naefe,Regina Ziegler,,ecol,dram,,,VNf10
Chameleon Street,1991,W.Harris,,,,dram,,,WHj1
Deadlock,1991,UnYear91,,HBO,cfcol,susp,,,Z9110
Madame Bovary,1991,,,Goldwyn,col,dram,,,Z9120
Murder in New Hampshire,1991,,,,col,,,,Z9140
Gas Food Lodging,1992,Anders,,IRS Media,,dram,,,AAn10
Mi Vida Loca,1994,,,,,dram,,,AAn12
Four Rooms,1995,,Lawrence Bender,Miramax,,comd,,,AAN14
Menace II Society,1992,Alb.Hughes,All.Hughes,NewLine,col,dram,,,AbH1
The Moneytree,1992,Dienstag,,,,actn,,,ADg10
Like Water for Chocolate,1992,Arau,Arau,Miramax,col,romt,,,AfA10
Fanfan,1992,Jardin,,,,,,,AJd10
Voyage of Terror,1992,Negrin,,,tv,docu,,,ANe10
Split: William to Chrysis,1992,Weeks,Ellen Fisher Turk,,col,biop,,NYC,AnW10
Traces of Red,1992,Wolk,David V. Picker,Goldwyn,col,18+,,,AWk10
Strictly Ballroom,1992,Luhrmann,,,,musc,,,BaL1
Romeo and Juliet,1996,,,,col,romt,,,BaL4
Moulin Rouge,2001,,Martin B,,col,romt,AA,Moulin Rouge,BaL9
Mr. Saturday Night,1992,Crystal,Crystal,,,comd,,,BCr10
Candyman,1992,B.Rose,,,col,dram,,Chicago,BeR10
Immortal Beloved,1995,,Bruce Davey,Columbia,col,biop,,Bonn,BeR12
Anna Karenine,1996,,,,,,,,BeR16
Antonia and Jane,1992,Kidron,,Miramax,col,romt,,,BKi10
Used People,1993,,Peggy Raiski,Largo,col,romt,,Queens,BKi12
Swept from the Sea,1998,,,,col,dram,,,BKi19
Beethoven,1992,Levant,J.Hughes,Universal,col,comd,,,BLv10
Beethoven's 2nd,1992,,,Universal,col,comd,,,BLv12
The Flintstones,1994,,,Universal,col,comd,,,BLv15
The Favor; the Watch; and the Very Big Fish,1992,B.Lewin,,,col,comd,,,BLw10
The Lawnmower Man,1992,B.Leonard,,,,horr,,,BrL10
Hideaway,1995,,,,,susp,,,BrL15
Bebe's Kids,1992,B.Smith,Thomas L. White,Paramount,,cart,,,BSm10
Mistress,1992,Primus,,,col,comd,,Hollywood,ByP10
One False Move,1992,C.Franklin,,IRS Media,col,cnr,,Star City,CaF10
That Night,1992,Bolotin,Arnon Milchan,Alcor,col,romt,,,CrB10
Amityville 1992: It's About Time,1992,Randel,Christopher deFaria,,col,horr,,,CRd10
Where Angels Fear to Tread,1992,Sturridge,Derek Granger,Sovereign,col,romt,,Tuscany,CsS10
Fairy Tale: A True Story,,,,,col,fant,,,CsS15
La Discrete,1992,C.Vincent,,,,dram,,,CVi10
La seperation,1998,,,,,dram,,,CVi16
Strangers in Good Company,1992,C.Scott,,Nat.Film Board of Canada,,dram,,,CyS1
Unbecoming Age,1992,Ringel,Alfredo Ringel,,col,romt,,,DeR10
Alien 3,1992,Fincher,W.Hill,Fox,col,s.f.,,,DFi10
Seven,1995,,,,col,,,,DFi15
The Game,1997,,,,col,actn,,,DFi17
Sarafina!,1992,Roodt,,,,,,Soweto,DJR10
Dangerous Ground,1997,,,,col,dram,,,DJR15
Hercules Returns,1992,D.Parker,,,,comd,,,DPa10
Children of the Corn II,1992,D.Price,,Dimension,col,horr,,,DPr10
Needful Things,1993,,,NewLine,col,horr,,,DPr12
Politics,1992,Roe,E.Pressman,Fox,cfcol,dram,,,DvR10
Emmanuelle 7,1992,Leroi,Allan Siritski,Golan,col,s.f.,,,FLr10
Buffy the Vampire Slayer,1992,Kuzui,Howard Rosenman,Fox,col,horr,,,FRK10
Final Round,1993,Erschbamer,Robert Vince,,col,actn,,,GeE10
National Lampoon's Loaded Weapon 1,1992,Quintano,,NewLine,col,comd,,,GeQ10
Paar,1992,Ghose,,,,,,,GGh5
Padma Nadir Majhi,1994,,,Ashirbad,,docu,,Ganga,GGh10
Romper Stomper,1992,G.Wright,,,col,actn,,Melbourne,GgW10
Playboys,1992,MacKinnon,,,,dram,,,GMK10
Trojan Edge,1995,,,,,,,,GMK15
Hideous Kinky,1999,,,,,biop,,London,GMK17
Mediterraneo,1992,Salvatores,,,col,,AA,Aegean Island,GSa10
Of Mice and Men,1992,Sinisi,Gary Sinisi,MGM,col,dram,,Soledad,GSi10
Wisecracks,1992,G.Singer,,,,comd,,,GSr10
Return to the Promised Land,1992,Katchatrian,,,,,,Armenia,HaK10
Last Station,1994,,Nora Armani,Armenfilm,col,biop,,Armenia,HaK20
Hunger,1992,Carlsen,,,,dram,,,HCn10
Schtonk,1992,Dietl,,Bavaria,col,comd,,,HDl10
Krieg-Verwaltigungen-Kinder,1992,Sander,,Bremer Institute,bnw,docu,,,HSa10
The Public Eye,1992,H.Franklin,,,,docu,,NYC,HwF10
