stagename,dowstart,dowend,lname,fname,gender,dob,dod,roletype,origin
Tony Shalhoub,1999,,Shalboub,Tony,M,19bb,1995,dour,Ct
Harry Shannon,1931,1957,Shannon,Harry,M,1890,1964,sympathetic father or rustic,Am
Ken Shapiro,,,,,M,,1992,unknown,Ct
Omar Sharif,1959,1980,Shalhouz,Michael,M,1932,1984,lead,Eg
Ray Sharkey,1976,1992,Sharkey,Ray,M,1952,1993,tough,Am
Anthony Sharp,,,,,M,,1992,unknown,Ct
Albert Sharpe,,,,,M,,1992,unknown,Ct
Cornelia Sharpe,,,,,F,,1992,unknown,Ct
William Shatner,1957,1982,Shatner,William,M,1931,1984,space pilot,Ca
Mickey Shaughnessy,1952,1971,Shaughnessy,Mickey,M,1920,1984,tough-looking,Am
Helen Shaver,,,,,F,,1992,unknown,Ct
Reta Shaw,1957,1974,Shaw,Reta,F,1912,1982,amply-proportioned,Am
Robert Shaw,1955,1979,Shaw,Robert,M,1927,1978,character,Br
Sebastian Shaw,1913,1988,Shaw,Sebastian,M,1905,1984,handsome,Br
Stan Shaw,,,,,M,,1992,unknown,Ct
Susan Shaw,1946,1963,Sloots,Patsy,F,1929,1978,charm,Br
Susan Damante Shaw,1982,,,,F,,1992,unknown,Ct
Victoria Shaw,1955,1973,Elphick,Jeanette,F,1935,1984,lead,Au
Wini Shaw,1934,1937,Momi,Winfred Lei,F,1899,1982,singer,Am
Joan Shawlee,1945,1977,Fulton,Joan,F,1929,1984,comedienne,Am
Dick Shawn,1960,1979,Schulefand,Dick,M,1928,1987,comic,Am
Wallace Shawn,1979,1994,,,M,,1992,bumpkin,Am
Robert Shayne,1934,1961,Dawe,Robert Shaen,M,1910,1984,general purpose,Am
Tamara Shayne,,, Nikoulin,Tamara,F,1897,1983,character,Ru
John Shea,,,,,M,,1992,unknown,Ct
Al Shean,1935,1944,Shoenberg,Alfred,M,1868,1949,character,Ge
Harry Shearer,,,,,M,,1992,unknown,Ct
Moira Shearer,1952,1960,King,Moira,F,1926,1984,dancer,Br
Norma Shearer,1920,1942,Shearer,Norma,F,1900,1983,star,Ca
Alice Sheedy,,,,,F,,1992,unknown,Ct
Charlie Sheen,1988,1992,Sheen,Charlie,M,,1992,action,
Martin Sheen,1967,1993,Estevez,Ramon,M,1940,1984,lead,Am
Johnny Sheffield,1939,1945,Sheffield,Johnny,M,1931,1984,boy,Am
Reginald Sheffield,1923,1958,Sheffield,Reginald,M,1901,1957,unknown,Br
Gene Sheldon,1945,1960,Sheldon,Gene,M,1909,1982,comic,Am
Barbara Shelley,1957,1974,Barbara,Shelley,F,1933,1984,horror,Br
John Shelton,1936,1951,Price,John,M,1917,1972,colourless,Am
Joy Shelton,1943,1962,Shelton,Joy,F,1922,1984,lead,Br
Susan Shentall,1954,1954,Shentall,Susan,F,1934,1984,lead,Br
Sam Shepard,1978,1983,Rogers,Samuel Shepard,M,1943,1984,lead,Am
Cybill Shepherd,1971,1983,Shepherd,Cybill,F,1949,1984,lead,Am
Elizabeth Shepherd,1961,1980,Shepherd,Elizabeth,F,,,unknown,Br
Michael Shepley,1930,1961,Shepley-Smith,Michael,M,1907,1961,amiable buffoons,Br
Paula Sheppard,,,,,F,,1992,unknown,Ct
John Shepperd,1940,1973,Strudwick,Shepperd,M,1907,1983,lead; character,Am
Ann Sheridan,1934,1967,Sheridan,Clara Lou,F,1915,1967,cheerful oomph,Am
Dinah Sheridan,1936,1980,Sheridan,Dinah,F,1920,1984,lead,Br
Margaret Sheridan,,,,,F,,1992,unknown,Ct
Lowell Sherman,1920,1933,Sherman,Lowell,M,1885,1934,lead,Am
Madeleine Sherwood,1958,1973,Thronton,Madeleine,F,1926,1984,character,Ca
Vladek Sheybal,1956,1975,Sheybal,Vladek,M,1928,1984,intense-looking,Po
Arthur Shields,1937,1962,Shields,Arthur,M,1895,1970,character,Ir
Brooke Shields,1978,1981,Shields,Brooke,F,1965,1984,juvenile,Am
James Shigeta,1960,1976,Shigeta,James,M,1933,1984,lead,Am
Joseph Shiloal,,,,,M,,1992,unknown,Ct
Yoko Shimada,,,,,F,,1992,unknown,Ct
Joanna Shimkus,1966,1971,Shimkus,Joanna,F,1943,1984,lead,Ca
Yuki Shimoda,1959,1979,Shimoda,Yuki,M,1924,1983,character,Ja
Takashi Shimura,1949,1962,Shimura,Takashi,M,1905,1982,lead,Ja
Bill Shine,1934,1958,Shine,Bill,M,1911,1984,vacuous dandy,Br
Ronald Shiner,1942,1960,Shiner,Ronald,M,1903,1966,comedy,Br
Sue Shiomi,,,,,F,,1992,unknown,Ct
Yumi Shirakawa,,,,,F,,1992,unknown,Ct
Talia Shire,1968,1982,Shire,Talia,F,1947,1984,lead,Am
Anne Shirley,1932,1944,Paris,Dawn (O'Day),F,1918,1984,child star,Am
Anne Shoemaker,1935,1966,Shoemaker,Anne,F,1891,1978,character,Am
Dan Shor,,,,,M,,1992,unknown,Ct
Dinah Shore,1943,1977,Shore,Francis (Fanny) Rose,F,1917,1994,singer,Am
Dorothy Short,,,,,F,,1992,unknown,Ct
Martin Short,1991,,,,M,1950,1984,teenagers,Am
Winifred Shotter,1930,1930,Shotter,Winifred,F,1904,1984,lead,Br
Robert Show,,,,,M,,1992,unknown,Ct
Max Showalter,1950,1971,Adams,Casey,M,1904,1984,reporter; newscaster; good guy friend,Br
Ricky Shroder,,,,,M,,1992,unknown,Ct
Richard B. Shull,,,,,M,,1992,unknown,Ct
Elizabeth Shue,1991,1996,Shue,Elizabeth,F,1963,1984,unknown,Am
Mort Shuman,,,,,M,,1992,unknown,Ct
Sabrina Siami,1983,,,,F,,1992,unknown,Ct
Basil Sidney,1936,1957,,,M,,1992,older man,Ct
George Sidney,1923,1937,Greenfield,Sammy,M,1878,1960,comedian,Am
Sylvia Sidney,1929,1982,Kosow,Sophia,F,1910,1984,fragile; dark-eyed,Am
Gregory Sierra,1972,1979,Sierra,Gregory,M,,,supporting,Am
Simone Signoret,1942,1979,Kaminker,Simone,F,1921,1985,lead,Fr
Cynthia Sikes,1983,,,,F,,1992,unknown,Ct
James B. Sikking,1980,1990,Sikking,James B.,M,,1992,unknown,Ct
Milton Sills,1915,1930,Silvs,Milton,M,1882,1930,stalwart,Am
Henry Silva,1952,1982,Silva,Henry,M,1928,1984,pale-eyed villain,It
Trididad Silva,1984,,,,,,1992,unknown,Ct
Silvain,1928,,,,M,,1992,unknown,Fr
Cyndi Silver,1984,,,,F,,1992,beachbunny,Ct
Joan Micklin Silver,,, Silver,Joan Micklin,F,1935,1984,unknown,Am
Joe Silver,1977,,,,M,,1992,unknown,Ct
Ron Silver,1982,1990,Silver,Ron,M,1946,1984,unknown,Ct
Frank Silvera,1952,1971,Silvera,Frank,M,1914,1970,general purpose,Am
Jay Silverheels,1947,1973,Silverheels,Jay,M,1919,1980,westerns,Ca
Phil Silvers,1941,1980,Silver,Philip,M,1912,1985,comedian,Am
Alistair Sim,1935,1976,Sim,Alistair,M,1900,1976,lugubrious,Br
Gerald Sim,1947,1976,Sim,Gerald,M,1925,1984,well bred; prissy,Br
Sheila Sim,1944,1955,Sim,Sheila,F,1922,1984,lead,Br
Vasek Simek,1992,,Simek,Vasek,M,1928,1994,official,Cz
Arlene Simmons,,,,,F,,1992,unknown,Ct
Jean Simmons,1943,1984,Simmons,Jean,F,1929,1984,self-possessed,Br
Michel Simon,1925,1971,Simon,Francois,M,1895,1975,character,Fr
Paul Simon,1980,1980,Simon,Paul,M,1942,1984,singer,Am
Simone Simon,1931,1956,Simon,Simone,F,1910,1984,pert,Fr
Ivan Simpson,1974,1980,Simpson,Ivan,M,1875,1951,character,Br
O.J. Simpson,1974,1980,Simpson,O.J.,M,1947,1984,boxer,Am
Peggy Simpson,1938,,,,F,,1992,unknown,Ct
Russel Simpson,1931,1959,Simpson,Russel,M,1878,1959,character,Am
Joan Sims,1953,1975,Sims,Joan,M,1930,1984,comic cameos,Br
Frank Sinatra,1941,1980,Sinatra,Francis Albert,M,1915,1998,singer,Am
Nancy Sinatra,1964,1968,Sinatra,Nancy,F,1940,1984,singer,Am
Gordon John Sinclair,1982,,,,M,,1992,unknown,Ct
Hugh Sinclair,1933,1952,Sinclair,Hugh,M,1903,1962,genial crook,Br
Donald Sinden,1953,1980,Sinden,Donald,M,1923,1984,lead,Br
Campbell Singer,1937,1963,Singer,Campbell,M,1909,1976,heavy father,Br
Lori Singer,1984,,,,F,,1992,unknown,Ct
Marc Singer,1978,1982,,,M,,1992,unknown,Ct
Steve Singer,1981,,,,M,,1992,unknown,Ct
Penny Singleton,1930,1964,McNulty,Mariana,F,,1984,lead,Am
Joseph Sirola,,,,,M,,1992,unknown,Ct
Lilia Skala,1964,1983,Skala,Lilia,F,,,unknown,Ge
Hal Skelly,1929,1931,Skelly,Hal,M,1891,1934,character,Am
Red Skelton,1938,1965,Skelton,Richard,M,1910,1997,comedian,Am
Tom Skerritt,1962,1983,Skerritt,Tom,M,1933,1984,unknown,Am
Cornelia Otis Skinner,1944,1967,Skinner,Cornelia,F,1901,1979,unknown,Am
Otis Skinner,1920,1944,Skinner,Otis,M,1858,1942,unknown,Am
Alison Skipworth,1930,1938,Groom,Alison,F,1875,1952,chubby,Br
Helgi Skulason,1990,,Skulason,Helgi,M,,1992,lead,Ic
Olga Slade,1928,,,,F,,1992,unknown,Ct
Richard B. Skull,,,,,M,,1992,unknown,Ct
Jeremy Slate,1963,1968,Slate,Jeremy,M,1925,1984,general purpose,Am
Christian Slater,,,,,M,1969,1984,rough hero,Ct
Helen Slater,1984,,,,F,,1992,supergirl,Ct
John Slater,1940,1963,Slater,John,M,1916,1975,character,Br
Richard X. Slattery,,,,,M,,1992,unknown,Ct
Tod Slaughter,1935,1952,Slaughter,N.Carter,M,1885,1956,barnstorming,Br
Walter Slezak,1942,1971,Slezak,Walter,M,1902,1983,character,Os
Hana Slikova,1964,,,,F,,1992,shrew,Ct
Everett Sloane,1941,1964,Sloane,Everett,M,1909,1965,incisive,Am
Olive Sloane,1933,1950,Sloane,Olive,F,1896,1963,character,Br
Marya Small,,,,,F,,1992,unknown,Ct
Alexis Smith,1941,1978,Smith,Gladys,F,1921,1993,lead,Am
Art Smith,1944,1951,Smith,Art,M,1899,1973,bland; avuncular,Am
Brooke Smith,1994,,Smith,Brooke,F,1968,1984,unknown,Ct
Bubba Smith,1983,,,,M,,1992,unknown,Ct
C.Aubrey Smith,1916,1949,Smith,Sir C.~Aubrey,M,1863,1948,crusty; tall,Br
Charles Smith,1940,1953,Smith,Charles,M,1920,1984,character,Am
Charles Martin Smith,1978,1983,,,M,,1992,unknown,Ct
Constance Smith,1947,1955,Smith,Constance,F,1929,1984,lead,Br
Cyril Smith,1933,1956,Smith,Cyril,M,1892,1963,henpecked husband; grocer,Br
Jaclyn Smith,1978,1982,,,F,,1992,California blonde,Am
John Smith,1954,1966,Van Orden,Robert,M,1931,1984,lead,Am
Kate Smith,1943,,,,F,,1992,unknown,Ct
Kent Smith,1942,1973,Smith,Kent,M,1907,1985,smooth; quiet,Am
Lane Smith,1978,,,,F,,1992,unknown,Ct
Lois Smith,1970,1980,Smith,Lois,F,1930,1984,character,Am
Maggie Smith,1958,1983,Smith,Maggie,F,1934,1984,lead,Br
Mel Smith,1983,1990,,,M,,1992,puffy,Ct
Paul Smith,,, Smith,Paul,M,,,character,Am
Rainbeaux Smith,1974,,Smith,Cheryl,F,,1992,unknown,Ct
Rex Smith,,,,,M,,1992,unknown,Ct
Roger Smith,1956,1970,Smith,Roger,M,1932,1984,lead,Am
Innokenti Smoktunovsky,1960,1975,Smoktunovsky,Innokenti,M,1925,1984,unknown,Ru
Terri Susan Smith,,,,,F,,1992,unknown,Ct
William Smith,,,,,M,,1992,unknown,Ct
Sonja Smits,,,,,F,,1992,unknown,Ct
Tom Smothers,1974,1982,Smothers,Tom,M,1937,1984,light lead,Am
Wesley Snipes,1991,1993,Snipes,Wesley,M,,1984,hip,Am
Carrie Snodgrass,1968,1983,Snodgrass,Carrie,F,1946,1984,lead,Am
Jimmy `The Greek' Snyder,,,,,M,,1992,unknown,Ct
Park Jong Sod,,,,,M,,1992,unknown,Ct
Abraham Sofaer,1931,1968,Sofaer,Abraham,M,1896,1984,unknown,Bu
Sojin,1927,,Sojin,fn,M,,1984,villain,Ja
Vladimir Sokoloff,1927,1962,Sokoloff,Vladimir,M,1889,1962,character,Ru
P.J. Soles,,,,,M,,1992,unknown,Ct
Ewen Solon,1959,1961,Solon,Ewen,M,1923,1984,lead,NZ
Andrew Solt,,,,,M,,1992,unknown,Ct
Suzanne Somers,1973,1998,Somers,Suzanne,F,1946,1984,lead,Am
Julie Sommars,,,,,F,,1992,unknown,Ct
Elke Sommer,1960,1971,Schletz,Elke,F,1940,1984,lead,Ge
Josef Sommer,1978,1982,Sommer,Josef,M,1930,1984,character,Am
Gale Sondergaard,1936,1976,Sondergaard,Edith,F,1899,1985,tall; sinister servant,Am
Paul Sonkkila,,,,,F,,1992,unknown,Ct
Jack Soo,1960,,Suzuki,Goro,M,1916,1979,character,Ja
Alberto Sordi,1953,1978,Sordi,Alberto,M,1919,1984,lead,It
Jean Sorel,1962,1967,de Rochbrune,Jean,M,1934,1984,lead,Fr
Louise Sorel,1965,1971,Sorel,Louise,F,1944,1984,lead,Fr
Linda Sorenson,,,,,F,,1992,unknown,Ct
Paul Sorvino,1972,1981,Sorvino,Paul,M,1939,1984,chubby,Am
Ann Sothern,1934,1978,Lake,Harriette,F,1909,1984,hard-boiled; soft-centered golddigger,Am
Talisa Soto,1989,1992,bn,gn,F,,1984,Lustrous,Ct
David Soul,1971,1983,Solberg,David,M,1943,1984,lead,Am
Ann Southern,,,,,F,,2001,lead,Am
Catherine Spaak,1960,1975,Spaak,Catherine,F,1945,1984,lead,Be
Arthur Space,1942,1980,Space,Arthur,M,1908,1983,character,Am
Sissy Spacek,1971,1982,Spacek,Sissy,F,1950,1984,tomboyish,Am
Merrie Spaeth,,,,,F,,1992,unknown,Ct
Fay Spain,,,,,F,,1992,unknown,Ct
Vincent Spano,,,,,M,,1992,unknown,Ct
Ned Sparks,1927,1946,Sparkman,Edward,M,1883,1957,hard-boiled; cigar-chewing,Ca
Camilla Sparv,1966,1969,Sparv,Camilla,F,1943,1984,lead,Sw
Hazel Spears,,,,,F,,1992,unknown,Ct
Bruce Spence,,,,,M,,1992,unknown,Ct
Bud Spencer,1967,1974,Pedersoli,Carlo,M,1929,1984,spaghetti westerns,It
George Spencer,,,,,M,,1992,unknown,Ct
Jeremy Spenser,1948,1966,Spenser,Jeremy,M,1937,1984,lead,Br
Posh Spice,,, Beckham,Victoria,F,19bb,1995,entertainer,Br
David Spielberg,1972,1976,Spielberg,David,M,,,character,Am
Joe Spinell,,,,,M,,1992,unknown,Ct
Victor Spinetti,1964,1976,Spinetti,Victor,M,1932,1984,comic,Br
The Loving Spoonful,,,,,G,,,unknown,Ct
G.D. Spradlin,,,,,M,,1992,unknown,Ct
Rick Springfield,,,,,M,,1992,unknown,Ct
Ronald Squire,1934,1958,Squire,Ronald,M,1886,1958,character,Br
Robert Stack,1939,1981,Modini,Robert,M,1919,1984,personable cold-eyed,Am
James Stacy,,,,,M,,1992,unknown,Ct
Frederick Stafford,,1969,Stafford,Frederick,M,1928,1979,he-man,Os
Richard Stahl,,,,,M,,1992,unknown,Ct
Philip Stainton,1947,1956,Stainton,Philip,M,1908,1961,surprised expression,Br
Sylvester Stallone,1970,1997,Stallone,Sylvester,M,1946,1984,solemn-looking,Am
James Staley,,,,,M,,1992,unknown,Ct
Terence Stamp,1962,1978,Stamp,Terence,M,1940,1984,juvenile lead,Br
Enid StampTaylor,1937,1946,Stamp-Taylor,Enid,F,1904,1946,character,Br
Lionel Stander,1934,1994,Stander,Lionel,M,1908,1984,gravel-voiced,Am
Guy Standing,1933,1937,Standing,Sir Guy,M,1873,1937,unknown,Br
John Standing,1962,1977,Leon,John,M,1934,1984,character,Br
Michael StAngel,1954,,St. Angel,Michael,M,,1984,unknown, 
Jiri Stanislav,,,,,M,,1992,unknown,Ct
Forrest Stanley,,,,,M,,1992,unknown,Ct
Kim Stanley,1958,1983,Reid,Patricia,F,1921,1984,unknown,Am
Lora Stanley,,,,,F,,1992,unknown,Ct
Frank Stanmore,,,,,M,,1992,unknown,Ct
Harry Dean Stanton,1962,1983,Stanton,Harry,M,1926,,character,Am
Barbara Stanwyck,1927,1983,Stevens,Ruby,F,1907,1990,durable; competentsultry,Am
Jean Stapleton,1958,1971,Murray,Jean,F,1923,1984,pragmatic wife,Am
Maureen Stapleton,1959,1994,Stapleton,Maureen,F,1925,1984,character,Am
Graham Stark,1961,1966,Stark,Graham,M,1922,1984,comedy,Br
Koo Stark,,,,,F,,1992,unknown,Ct
Pauline Starke,1916,1926,Starke,Pauline,F,1901,1977,silent,Am
Kay Starr,,,,,F,,1992,unknown,Ct
Ringo Starr,,,,,M,,1992,unknown,Ct
Charles Starrett,1926,1952,Starrett,Charles,M,1904,1984,cowboy,Am
Valerie Starrett,,,,,F,,1992,unknown,Ct
Imaelda Staunton,,,,,F,,1992,unknown,Ct
Alison Steadman,,,,,F,,1992,unknown,Ct
Anthony Steel,1949,1974,Steel,Anthony,M,1920,1984,athletic,Br
Barbara Steele,1958,1965,Steele,Barbara,F,1938,1984,frightening,Br
Bob Steele,1920,1966,Bradbury,Robert,M,1907,1984,cowboy,Am
Tommy Steele,1955,1969,Hicks,Tommy,M,1936,1984,energetic pop singer,Br
Mary Steenburgen,1978,1989,Steenburgen,Mary,F,1952,1984,pleasant,Am
Simonetta Stefanelli,,,,,F,,1992,unknown,Ct
Rod Steiger,1951,1982,Steiger,Rod,M,1925,1984,burly,Am
David Steinberg,,,,,M,,1992,unknown,Ct
John Steiner,,,,,M,,1992,unknown,Ct
Albert Steinruck,,,,,M,,1992,unknown,Ct
Carolyn Steller,,,,,F,,1992,unknown,Ct
Anna Sten,1927,1962,Stenskaja Sudakevich,Annel,F,1908,1993,lead,Ru
Sting,1979,1998,Summer,Gordon,M,,,androgeneous singer,Br
Karel Stepanek,1943,1969,Stepanek,Karel,M,1899,1980,character,Cz
Susan Stephen,1951,1963,Stephen,Susan,F,1931,1984,lead,Br
Ann Stephens,1942,1958,Stephens,Ann,F,1931,1984,juvenile,Br
Harvey Stephens,1955,,,,M,,1984,unknown,Am
Harvey Stephens,1976,,,,M,1970,1984,weird kid,Am
Martin Stephens,1961,1966,Stephens,Martin,M,1949,1984,juvenile,Br
Pamela Stephens,,,,,F,,1992,unknown,Ct
Robert Stephens,1960,1973,Stephens,Robert,M,1931,1984,unknown,Br
Henry Stephenson,1917,1948,Garroway,H.S.,M,1871,1956,kindly old men,Br
James Stephenson,1938,1941,Stephenson,James,M,1888,1941,suave,Br
Pamela Stephenson,1981,1983,Stephenson,Pamela,F,1951,1984,lead,NZ
Ilse Steppat,1947,1969,Steppat,Ilse,F,1917,1969,character,Ge
Ford Sterling,1926,1935,Stitch,George F.,M,1883,1939,comic,Am
Jan Sterling,1948,1979,Adriance,Jan Sterling,F,1923,1984,lead,Am
Linda Sterling,,,,,F,,1991,tiger woman,Am
Robert Sterling,1939,1962,Hart,William John,M,1917,1984,lead,Am
Tisa Sterling,1964,,,,F,,1984,raven-haired beach bunny,Am
Jimmy Sterman,,,,,M,,1992,unknown,Ct
Daniel Stern,,,,,M,,1992,unknown,Ct
Erik Stern,,,,,M,,1992,unknown,Ct
Tom Stern,,,,,M,,1992,unknown,Ct
Frances Sternhagen,,,,,F,,1992,unknown,Ct
Andrew Stevens,1976,1981,Stevens,Andrew,M,1955,1984,lead,Am
Casey Stevens,,,,,M,,1992,unknown,Ct
Connie Stevens,1957,1976,Ingolia,Concetta,F,1938,1984,lead,Am
Craig Stevens,1941,1976,Shekles,Gail,M,1918,1984,lead,Am
Inger Stevens,1957,1970,Stensland,Inger,F,1935,1970,pert,Sw
K.T. Stevens,1940,1958,Wood,Gloria,F,1919,1984,lead,Am
Leslie Stevens,,, Stevens,Leslie,M,1924,1984,unknown,Am
Mark Stevens,1945,1966,Richards,Stephen,M,1916,1984,lead,Am
Morgan Stevens,,,,,,,1992,unknown,Ct
Onslow Stevens,1932,1963,Stevenson,Onslow Ford,M,1902,1977,character,Am
Rise Stevens,1941,1947,Stevens,Rise,F,1913,1984,opera singer,Am
Robert Stevens,,,,,M,1925,1984,unknown,
Ronnie Stevens,1952,1968,Stevens,Ronnie,M,1925,1984,comic,Br
Stella Stevens,1958,1981,Eggleston,Estelle,F,1936,1984,lead,Am
Warren Stevens,1951,1968,Stevens,Warren,M,1919,1984,general purpose,Am
Housely Stevenson,1942,1952,Stevenson,Housely,M,1879,1953,gaunt; unshaven old man,Am
MacLean Stevenson,,,,,M,,1992,unknown,Ct
Alana Stewart,,,,,F,,1992,unknown,Ct
Alexandra Stewart,1960,1974,Stewart,Alexandra,F,1939,1984,lead,Ca
Anita Stewart,1913,1928,Stewart,Anna May,F,1895,1961,silent lead,Am
Athole Stewart,1931,1940,Stewart,Athole,M,1879,1940,character,Br
Catherine Mary Stewart,,,,,F,,1992,unknown,Ct
Charlotte Stewart,,,,,F,,1992,unknown,Ct
Donald Stewart,,,,,M,,1992,unknown,Ct
Elaine Stewart,1951,1961,Steinberg,Elsy,F,1929,1984,lead,Am
James Stewart,1935,1983,Stewart,James Maitland,M,1908,1997,slow drawl; gangly walk,Am
Paul Stewart,1941,1978,Stewart,Paul,M,1908,1986,sinister roles,Am
Patrick Stewart,1990,1997,Stewart,Patrick,,,1984,bald evil captain,Br
Sandy Stewart,,,,,,,1992,unknown,Ct
Sophie Stewart,1935,1956,Stewart,Sophie,F,1909,1977,unknown,Br
Renee StCyr,1933,1976,St Cyr,Ren'ee,F,1907,1984,lead,Fr
Ivy StHelier,,,,,F,,1992,unknown,Ct
Pat Stich,,,,,,,1992,unknown,Ct
David Ogden Stiers,1970,1980,Stiers,David Ogden,M,,,tall; balding,Am
Hugo Stiglitz,,,,,M,,1992,unknown,Ct
Ben Stiller,1995,,Stiller,Ben,M,,1984,unknown,Am
Sting,1973,,,,G,,,singers,Ct
Raymond StJacques,1964,1978,Johnson,James,M,1930,1990,black lead,Am
Al (`Fuzzy') StJohn,1913,1949,St John,Al,M,1893,1963,character,Am
Betta StJohn,1953,1961,Streidler,Betta,F,1930,1984,lead,Am
Christopher StJohn,1971,,St John,Christopher,M,,,unknown,Am
Howard StJohn,1950,1969,St John,Howard,M,1905,1974,character,Am
Jill StJohn,1957,1972,Oppenheim,Jill,F,1940,1984,lead,Am
Nigel Stock,1938,1975,Stock,Nigel,M,1919,1986,character,Br
Walter Stocker,,,,,M,,1992,unknown,Ct
Betty Stockfield,1930,1957,Stockfield,Betty,F,1905,1906,unknown,Br
Dean Stockwell,1945,1982,Stockwell,Dean,M,1938,1984,handsome,Am
Guy Stockwell,1965,1976,Stockwell,Guy,M,1936,1984,lead,Am
John Stockwell,,,,,M,,1992,unknown,Ct
Austin Stoker,,,,,M,,1992,unknown,Ct
Shirley Stoler,,,,,F,,1992,unknown,Ct
Eric Stoltz,1984,1994,Stoltz,Eric,M,1962,1984,stud,
Christopher Stone,,,,,M,,1992,unknown,Ct
Danny Stone,,,,,M,,1992,unknown,Ct
Fred Stone,,,,,M,,1992,unknown,Ct
George E. Stone,1930,1956,Stein,George,M,1903,1967,oppressed little man,Po
Harold J. Stone,1956,1975,Stone,Harold,M,1911,1984,character,Am
Ivory Stone,,,,,F,,1992,unknown,Ct
Lewis Stone,1915,1953,Stone,Lewis,M,1879,1953,silent lead; character,Am
Marianne Stone,1951,1967,Stone,Marianne,F,1920,1984,character,Br
Milburn Stone,1935,1957,Stone,Milburn,M,1904,1980,character,Am
Philip Stone,,,,,M,,1992,unknown,Ct
Sharon Stone,1981,1997,Stone,Sharon,F,,1992,provocative,Am
Paolo Stoppa,1949,1967,Stoppa,Paolo,M,1906,1984,character,It
Larry Storch,1963,1972,Storch,Larry,M,1923,1984,comic,Am
Gale Storm,1939,1959,Cottle,Josephine,F,1922,1992,All-American girl,Am
Ludwig Stossel,1939,1960,Stossel,Ludwig,M,1883,1973,character,Os
Rose Stradner,1938,1944,Stradner,Rose,F,1913,1958,unknown,Os
Beatrice Straight,1976,1983,Straight,Beatrice,F,1916,2001,character,Am
Glenn Strange,1937,1973,Strange,Glenn,M,1899,1973,cowboy,Am
Michael Strange,,,Oelrichs,Blanche,F,1890,1950,,Am
Lee Strasberg,1974,1979,Strasberg,Lee,F,1901,1982,drama teacher,Am
Susan Strasberg,1955,1983,Strasberg,Susan,F,1938,1984,lead,Am
Marcia Strassman,,,,,F,,1992,unknown,Ct
Dorothy Stratten,1990,1982,Stratten,Dorothy,F,1960,1980,playmate,
Peter Strauss,1971,1983,Strauss,Peter,M,1942,1984,lead,Am
Robert Strauss,1952,1965,Strauss,Robert,M,1913,1975,comedy,Am
Meryl Streep,1977,1983,Streep,Mary Louise,F,1949,1984,lead,Am
Russel Streiner,,,,,M,,1992,unknown,Ct
Barbra Streisand,1968,1993,Streisand,Barbara Joan,F,1942,200x,odd looks,Am
Ray Stricklyn,1956,1965,Stricklyn,Ray,M,1930,1984,second lead,Am
John Stride,1963,1975,Stride,John,M,1936,1984,supporting,Br
Elaine Stritch,1955,1978,Stritch,Elaine,F,1926,1984,comedienne,Am
Woody Strode,1951,1983,Strode,Woodrow,M,1914,1984,tall black,Am
Don Stroud,1968,1979,Stroud,Don,M,1937,1984,lead,Am
Annette Stroyberg,1959,,Stroyberg,Annette,F,,1984,unknown,Ct
Sally Ann Struthers,1970,1976,Struthers,Sally,F,1947,1984,character,Am
Barbara Stuart,,,,,F,,1992,unknown,Ct
Binkie Stuart,1937,1939,Stuart,Binkie,F,1932,1984,child,Br
Gloria Stuart,1932,1946,Finch,Gloria Stuart,F,1909,1995,lead,Am
John Stuart,1920,1978,Croall,John,M,1898,1979,lead; character,Br
Richard Styles,,,,,M,,1992,unknown,Ct
Margaret Sullavan,1933,1950,Brooke,Margaret,F,1911,1960,whimsical,Am
Barry Sullivan,1943,1977,Barry,Patrick,M,1912,1994,rugged lead,Am
Ed Sullivan,,,,,M,,1992,unknown,Ct
Francis L. Sullivan,1933,1955,Sullivan,Francis L.,M,1903,1956,heavywieight advocate,Br
Michael Sullivan,,,,,M,,1992,unknown,Ct
Tom Sullivan,,,,,M,,1992,unknown,Ct
Frank Sully,1935,1956,Sully,Frank,M,1910,1975,farmer; dumb crook,Am
Madame SulTeWan,1937,,Sul-Te-Wan,*,F,,1984,black slave,Am
Donna Summer,,,,,F,,1992,unknown,Ct
Eleanor Summerfield,1947,1970,Summerfield,Eleanor,F,1921,1984,comedienne,Br
Slim Summerville,1927,1946,Summerville,George J.,M,1892,1946,lanky; mournful,Am
Geoffrey Sumner,1949,1955,Sumner,Geoffrey,M,1908,1984,silly ass type,Br
Clinton Sundberg,1946,1967,Sundberg,Clinton,M,1919,1984,flustered clerk; head waiter,Am
Todd Susman,,,,,M,,1992,unknown,Ct
Donald Sutherland,1963,1983,Sutherland,Donald,M,1935,1984,gaunt,Ca
Kiefer Sutherland,1990,,Sutherland,Kiefer,M,1968,1984,unknown,Am
Dudley Sutton,1963,1971,Sutton,Dudley,M,1933,1984,character,Br
Frank Sutton,,,,,M,,1992,unknown,Ct
Grady Sutton,1932,1966,Sutton,Grady,M,1908,1984,vacuous country cousin,Am
John Sutton,1937,1959,Sutton,John,M,1908,1963,swashbuckling villain,Br
Janet Suzman,1970,1981,Suzman,Janet,F,1939,1984,unknown,SA
Bo Svenson,1975,1981,Svenson,Bo,M,1941,1984,action lead,Am
Dominique Swain,1998,,Swain,Dominique,F,,1982,sexy teen,Ct
Mack Swain,1914,1932,Swain,Mack,M,1876,1935,silent,Am
Robert Swann,,,,,M,,1992,unknown,Ct
