pname,pcodes/pcode/0,did,yearstart,yeardirstart,yearend,familynm,givennm,dob,dod,background/0,notes/0/ref/0,pcodes/pcode/1,pcodes/pcode/2,rels/0/workedwith/0/colleague/0/name/0,notes/0,notes/0/type/0,notes/0/mainly,pcodes/pcode/3,notes/0/ref/1,notes/0/ref/2,notes/1,error,background/0/bgnote,background/0/__text,rels/0/marriedto/spouse/0/name/0,rels/0/workedwith/0/colleague/0/co-is/0,rels/0/workedwith/0/colleague/0/on,GeF,notes/0/textmore,rels/0/studios/studio/0,pcodes/also/0,notes/0/also/0,pcodes,rels/0/influencedby/0/mentor/0/name/0,rels/0/influencedby/0/mentor/0/co-is/0,rels/0/influencedby/0/mentor/0/in-is,rels/0/founder/0,Gdf,rels/0/marriedto/spouse/0/sp-is/0,rels/0/childof/parentis/0/name/0,rels/0/founder/1,rels/0/studios/studio/1,rels/0/studios/studio/2,rels/0/studios/studio/3,rels/0/studios/studio/4,rels/0/parent/child-is/0/name/0,rels/0/workedwith/0/colleague/0/name/1,rels/0/family/fm/name/0,rels/0/family/fm/fmtype,rels/0/family/fm/fmrel,alias/0,background/1,rels/0/marriedto/spouse/1/name/0,rels/0/siblings/sibling/name/0,rels/0,notes/0/fact,rels/0/influenced/affected/0/name/0,rels/0/influenced/affected/0/co-is/0,rels/0/influenced/affected/0/af-is/0,rels/0/livedwith/lover/0/name/0,rels/0/siblings/sibling/saf-is/0,rels/0/siblings/sibling/saf-is/1,rels/0/marriedto/sp-is/0,rels/0/childof/parentis/0/pa-is,rels/0/marriedto/spouse/0,rels/0/marriedto/spouse/2,notes/0/livedwith/lover/0/name/0,rels/0/parent/child-is/0/ch-is,rels/0/workedwith/0/colleague/0/name/2,rels/0/marriedto/spouse/1/sp-is/0,alias/1,rels/0/marriedto/spouse/1,rels/0/studios/studio/5,rels/0/studios/studio/6,notes/0/livedwith/lover/0/lv-is/0,notes/0/livedwith/lover/0/lv-is/1,rels/0/parent/child-is/0/name/1,rels/0/relnote,rels/0/parent/child-is/0/chnote,rels/0/childof/parentis/1/name/0,rels/0/childof/parentis/1/pa-is,rels/0/marriedto/spouse/0/sp-is/1,pcodes/pcode/4,awards/aw/0/awtype,awards/aw/0/awdet,awards/aw/0/awyear,awards/aw/1/awtype,awards/aw/1/awf,rels/0/parent/child-is/1/name/0,rels/0/parent/child-is/1/ch-is,notes/0/GeF,rels/1/workedwith/0/colleague/0/name/0,notes/0/awards/aw/0/awtype,notes/0/alias/0,awards/aw/0/awnote,rels/0/influenced/__text,notes/0/type/1,awards/aw/0/awf,rels/0/workedwith/0/colleague/0/name/3,rels/0/workedwith/0/colleague/0/name/4,rels/0/studios/studio/0/styear,rels/0/studios/studio/0/__text,rels/0/studios/studio/1/styear,rels/0/studios/studio/1/__text,rels/0/studios/studio/2/styear,rels/0/studios/studio/2/__text,rels/0/workedwith/0/colleague/0/co-is/1,rels/0/workedwith/0/colleague/0/during,rels/0/family/fmtype,rels/0/family/fmrel,rels/0/workedwith/1/colleague/0/name/0,rels/0/livedwith/lover/0/name/1,rels/0/marriedto/spouse/3/name/0,rels/0/marriedto/spouse/4,rels/0/influenced/affected/0/name/1,rels/0/influenced/affected/0/af-is/1,rels/0/influenced/affected/0/colleague/0,rels/0/livedwith/lover/0/lv-is/0,rels/0/marriedto/spouse/0/name/1,notes/0/also/1,rels/0/parent/child-is/0,rels/0/influencedby/0/mentor/1/name/0,rels/0/influencedby/0/mentor/1/in-is,rels/0/founder/0/fnyear,rels/0/founder/0/__text,rels/0/founder/1/fnyear,rels/0/founder/1/__text,rels/1/studios/studio/0,rels/1/studios/studio/1,notes/0/child,notes/1/ref/0,notes/1/ref/1,rels/0/influenced/affected/1/name/0,rels/0/influenced/affected/1/af-is/0,rels/0/influenced/affected/2/name/0,rels/0/influenced/affected/2/af-is/0,rels/0/influenced/affected/3/name/0,rels/0/influenced/affected/3/af-is/0,rels/0/influenced/affected/4/name/0,rels/0/influenced/affected/4/af-is/0,rels/0/influenced/affected/5/name/0,rels/0/influenced/affected/5/af-is/0,rels/0/influenced/affected/6/name/0,rels/0/influenced/affected/6/af-is/0,rels/0/influenced/affected/7/name/0,rels/0/influenced/affected/7/af-is/0,rels/0/workedwith/0/colleague/1/name/0,rels/0/workedwith/0/colleague/1/co-is/0,rels/0/workedwith/0/colleague/2/name/0,rels/0/workedwith/0/colleague/2/co-is/0,rels/1/parent/child-is/0/name/0,rels/1/parent/child-is/0/ch-is,awards/aw/1,awards/awyear,rels/0/siblings/sibling/name/0/sibtype,rels/0/siblings/sibling/name/0/__text,rels/0/childof/parentis/0/name/0/pa-is,rels/0/childof/parentis/0/name/0/__text,rels/0/studios/studio/0/strole,rels/0/marriedto/spouse/2/name/0,rels/0/marriedto/spouse/3,awards/aw/1/awdet,awards/aw/1/awyear,rels/0/marriedto/spouse/2/sp-is/0,rels/0/marriedto/spouse/3/sp-is/0,rels/0/marriedto/spouse/4/name/0,rels/0/family/fm/me-is,rels/0/workedwith/0/colleague/3/name/0,rels/0/workedwith/0/colleague/3/co-is/0,rels/0/workedwith/0/colleague/4/name/0,rels/0/workedwith/0/colleague/4/co-is/0,rels/0/workedwith/0/co-is/0,rels/1/marriedto/spouse/0/name/0,rels/1/marriedto/spouse/1,rels/1/marriedto/spouse/2,pcodes/pcode/5,notes/0/href/A/_HREF,notes/0/href/A/__text,notes/0/livedwith/lover/0,notes/0/livedwith/lover/1/name/0,awards/aw/0/awardnote,rels/0/marriedto/spouse/4/sp-is/0,rels/0/influencedby/1/mentor/0/name/0,rels/0/influencedby/1/mentor/0/co-is/0,rels/0/influencedby/1/mentor/0/in-is,rels/0/siblings/sibling/name/0/parent/child-is/0/name/0
Schnitzer,C,GSz,,1958,,Schnitzer,Gerry,,,\Am,,D,,,,"shorts, Bowery Boys, ads",,,,,,(dow before 1958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schock,D,BSo,,1999,,Schock,Barbara,DoB,DoD,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoedsack,C,EBS,,1926,1949,Schoedsack,Ernest B.,1893,\Un,\Am,,D,,Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schonemann,D,SiS,,1985,,"Sch\""onemann",Sibylle,19bb,\Un,\Ge,,,,,,,,,,,,(dow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenfeld,W,,1957,,,Schoenfeld,Bernard C.,,\Un,\Am,,,,Hitchcock,,,,,,,,,,,,D,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schomburgk,D,HHS,,1913,1956,Schomburgk,Hans Hermann,1880,1967,\Ge,,W,P,,,Docu,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meg Gehrts,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schrader,W,PSc,,1978,1992,Schraeder,Paul,1946,\Un,\Am,,D,,,,tough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schroeder,D,BSc,,1987,1990,Schroeder,Barbet,1942,\Un,,,P,,,,,,,,,,,born in Iran,\Ge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schulman,D,TSm,,1997,,Schulman,Tom,19xx,1997+,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schultz,D,MSz,,1976,1991,Schultz,Michael,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schulz,D,BSz,,1982,,Schulz,Bob,19xx,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schumacher,D,JoS,,1989,1997,Schumacher,Joel,,\Un,\Am,![1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schunzel,D,RhS,,1919,1941,Schunzel,Reinhold,1886,1954,\Ge,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuster,D,HSc,,1943,1955,Schuster,Harold,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwab,D,LSw,,1930,,Schwab,Laurence,,\Un,\Ct,![1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwartz,D,SfS,,1998,,Schwartz,Stefan,,\Un,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwarz,D,HnS,,1929,,Schwarz,Hanns,19xx,\Un,\Ge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scola,W,EtS,,1954,1982,Scola,Ettore,1931,\Un,\It,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scorsese,D,MS,,1970-,,Scorsese,Martin,1942,\Un,\Am,,A,,,,,,,,,,,,,Diahnne Abbott,,,,,,,,,,,,,,A,,,,,,,,,,,,,,Julia Cameron,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,AFI,,,AA,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara DeFina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isabella Rossellini,,Lifetime,1997,A,P,Helen Morris,,,,,,,,,,,,,,,,,,,,
Scotese,D,xSc,,1952,,Scotese,gn,,\Un,\It,![1],,,,,,,,,,,(Ct),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Scott,D,CyS,,1992,,Scott,Cynthia,,\Un,\Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.C.Scott,A,GCS,,1972,,Scott,George C.\,,\Un,\Am,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R.Scott,,niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,
J.Scott,A,JSx,1996,2002,,Scott,Jordan,,\Un,\Am,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Scott,D,OzS,,1981,,Scott,Oz,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Scott,D,RS,,1978,1991,Scott,Ridley,,\Un,\Br,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Scott,,uncle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A,D",,,,,,,,,,,,,,,,,,,
T.Scott,D,ToS,,1983,,Scott,Tony,,\Un,,![1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ridley Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagal,A,SSl,,1994,,Seagal,Steven,19xx,\Un,\Am,,D,,,,Actn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seastrom,A,VSj,,1916,1936,Sjostrom,Victor,1879,1960,\Sw,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sjostrom for early films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seaton,W,GS,,1945,1973,Stenius,George,1911,1979,\Am,,D,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John~Seale,C,,1993,,,Seale,John,,\Un,\Au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedgwick,D,EdS,,1921,1950,Sedgwick,Edward M.,1893,1974,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Segal,D,ASe,,1963,,Segal,Alex,,\Un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Segal,D,BSe,,1981,,Segal,Boris,,\Un,,,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Segal,D,PSe,,1994,,Segal,Peter,,\Un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segall,D,SSg,,1970,,Segall,Stuart,,\Un,\Ct,,,,,,Porn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Seidelman,D,AAS,,1994,,Seidelman,Arthur Allan,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Seidelman,D,SuS,,1982,1994,Seidelman,Susan,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seiden,D,JpS,,1949,,Seiden,Joseph,,\Un,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seiler,D,LwS,,1928,1958,Seiler,Lewis,1891,1964,\Am,,,,,,"Tom Mix, before 1928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seiter,D,WAS,,1918,1954,Seiter,William A.,1891,1964,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seitz,W,GBS,,1913,1960,Seitz,George B.,1888,1944,\Am,,D,A,,,"Pearl White, Hardy Family",,,,,,,,,,,,,serial king,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.F.Seitz,C,,1921,,1960,Seitz,John F.,1893,1979,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sekely,D,SSe,,1963,,Sekely,Steve,,\Un,\Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selander,D,LeS,,1936,1967,Selander,Lesley,1900,1979,\Am,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selick,D,HyS,,1993,,Selick,Henry,19xx,\Un,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selim,D,xSe,,1942,,Selim,xfn,,\Un,,,,,,,,,,,,,,Egypt,\Eg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seltzer,W,DSz,,1988,,Seltzer,David,,\Un,\Am,,D,,,,,,,,,,(sp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selznick,P,,,,,Selznick,David O.,1902,1965,\Ru,,W,,Hitchcock,,,,,,,,,,,Irene Mayer,D,,,,,,D,,,,,Selznick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sembene,W,OuS,,1969,1992,Semb\`ene,Ousman,,\Un,,,D,,,,,,,,,,,Senegalese,\Se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sena,D,DmS,,1993,,Sena,Dominic,19xx,\Un,\Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
